field,time
93.0,9381
94.0,9396
91.0,9412
93.0,9428
95.0,9443
94.0,9459
93.0,9474
91.0,9490
96.0,9506
95.0,9521
93.0,9537
96.0,9553
96.0,9568
95.0,9584
92.0,9600
92.0,9615
92.0,9631
95.0,9646
92.0,9662
93.0,9678
92.0,9693
93.0,9709
95.0,9724
91.0,9740
92.0,9756
95.0,9771
96.0,9787
92.0,9803
91.0,9818
91.0,9834
91.0,9850
91.0,9865
94.0,9881
94.0,9897
91.0,9912
95.0,9928
95.0,9943
93.0,9959
92.0,9975
95.0,9990
95.0,10006
95.0,10021
94.0,10037
91.0,10053
91.0,10068
92.0,10084
95.0,10099
92.0,10115
93.0,10131
96.0,10146
94.0,10162
91.0,10178
94.0,10193
93.0,10209
91.0,10225
93.0,10240
92.0,10256
93.0,10272
95.0,10287
95.0,10303
92.0,10319
92.0,10335
95.0,10350
95.0,10366
93.0,10382
95.0,10397
92.0,10413
94.0,10429
95.0,10444
94.0,10460
93.0,10476
94.0,10491
96.0,10507
92.0,10523
92.0,10538
92.0,10554
94.0,10570
91.0,10585
95.0,10601
93.0,10616
93.0,10632
95.0,10648
95.0,10663
94.0,10679
95.0,10695
95.0,10710
91.0,10726
94.0,10742
91.0,10757
90.0,10773
92.0,10788
94.0,10804
92.0,10820
95.0,10835
95.0,10851
95.0,10867
95.0,10882
93.0,10898
93.0,10914
95.0,10929
94.0,10945
95.0,10961
94.0,10976
91.0,10992
93.0,11007
91.0,11023
91.0,11039
91.0,11054
91.0,11070
92.0,11086
93.0,11101
95.0,11117
94.0,11132
94.0,11148
92.0,11164
91.0,11179
95.0,11195
93.0,11211
93.0,11226
86.0,11242
95.0,11258
91.0,11273
91.0,11289
95.0,11305
93.0,11320
91.0,11336
93.0,11351
95.0,11367
92.0,11383
91.0,11399
91.0,11414
92.0,11430
93.0,11445
91.0,11461
95.0,11477
94.0,11492
92.0,11508
91.0,11524
96.0,11539
94.0,11555
93.0,11571
94.0,11586
96.0,11602
93.0,11618
91.0,11633
96.0,11649
95.0,11665
95.0,11680
91.0,11696
90.0,11711
95.0,11727
95.0,11742
94.0,11758
95.0,11774
92.0,11789
91.0,11805
92.0,11820
95.0,11836
95.0,11852
91.0,11867
90.0,11883
91.0,11898
93.0,11914
91.0,11930
94.0,11945
91.0,11961
91.0,11977
95.0,11992
94.0,12008
93.0,12023
91.0,12039
94.0,12055
95.0,12070
94.0,12086
94.0,12102
91.0,12117
95.0,12133
92.0,12148
92.0,12164
95.0,12180
94.0,12195
91.0,12211
91.0,12227
95.0,12242
91.0,12258
95.0,12273
91.0,12289
87.0,12305
91.0,12320
93.0,12336
95.0,12352
91.0,12367
94.0,12383
94.0,12399
92.0,12414
92.0,12430
91.0,12446
93.0,12461
93.0,12477
95.0,12493
95.0,12508
91.0,12524
91.0,12540
93.0,12555
92.0,12571
92.0,12586
94.0,12602
91.0,12618
91.0,12633
91.0,12649
92.0,12664
95.0,12680
91.0,12696
92.0,12711
92.0,12727
91.0,12742
95.0,12758
91.0,12774
95.0,12789
95.0,12805
92.0,12821
95.0,12836
91.0,12852
91.0,12867
94.0,12883
93.0,12899
91.0,12914
93.0,12930
94.0,12946
91.0,12961
92.0,12977
92.0,12993
95.0,13008
95.0,13024
95.0,13040
91.0,13055
94.0,13071
91.0,13086
94.0,13102
92.0,13117
91.0,13133
93.0,13149
91.0,13164
92.0,13180
92.0,13196
95.0,13211
95.0,13227
94.0,13243
93.0,13258
96.0,13274
93.0,13289
91.0,13305
93.0,13321
93.0,13336
94.0,13352
92.0,13368
95.0,13383
91.0,13399
92.0,13414
93.0,13430
92.0,13446
94.0,13462
94.0,13477
95.0,13493
94.0,13508
91.0,13524
91.0,13540
91.0,13555
91.0,13571
94.0,13586
92.0,13602
92.0,13618
90.0,13633
92.0,13649
91.0,13664
91.0,13680
91.0,13696
92.0,13711
92.0,13727
93.0,13743
91.0,13758
95.0,13774
92.0,13790
94.0,13805
94.0,13821
93.0,13837
92.0,13852
91.0,13868
92.0,13884
95.0,13899
93.0,13915
95.0,13931
93.0,13946
92.0,13962
93.0,13978
92.0,13993
94.0,14009
95.0,14024
92.0,14040
94.0,14056
91.0,14071
91.0,14087
95.0,14103
92.0,14118
95.0,14134
95.0,14149
91.0,14165
95.0,14181
92.0,14196
93.0,14212
94.0,14228
91.0,14243
95.0,14259
94.0,14274
91.0,14290
92.0,14306
95.0,14321
95.0,14337
92.0,14353
92.0,14368
95.0,14384
93.0,14400
93.0,14415
93.0,14431
95.0,14446
94.0,14462
94.0,14478
94.0,14493
92.0,14509
91.0,14524
93.0,14540
91.0,14556
91.0,14571
93.0,14587
91.0,14603
95.0,14618
94.0,14634
91.0,14650
91.0,14665
95.0,14681
91.0,14696
95.0,14712
95.0,14728
91.0,14743
95.0,14759
94.0,14775
95.0,14790
91.0,14806
95.0,14822
95.0,14837
91.0,14853
92.0,14868
93.0,14884
92.0,14900
95.0,14915
95.0,14931
91.0,14947
94.0,14962
91.0,14978
92.0,14994
94.0,15009
91.0,15025
92.0,15040
93.0,15056
92.0,15072
95.0,15087
92.0,15103
91.0,15119
93.0,15134
95.0,15150
92.0,15165
91.0,15181
93.0,15197
94.0,15212
95.0,15228
92.0,15244
96.0,15259
93.0,15275
95.0,15290
94.0,15306
94.0,15322
93.0,15337
91.0,15353
91.0,15369
94.0,15384
92.0,15400
95.0,15415
95.0,15431
91.0,15447
94.0,15462
93.0,15478
91.0,15493
94.0,15509
96.0,15525
92.0,15540
93.0,15556
92.0,15572
92.0,15587
92.0,15603
94.0,15619
92.0,15634
94.0,15650
94.0,15666
93.0,15681
91.0,15697
92.0,15713
90.0,15728
92.0,15744
93.0,15760
95.0,15775
90.0,15791
92.0,15807
93.0,15822
91.0,15838
82.0,15853
92.0,15869
95.0,15885
91.0,15900
95.0,15916
94.0,15932
91.0,15947
94.0,15963
96.0,15979
91.0,15994
95.0,16010
95.0,16026
91.0,16041
95.0,16057
92.0,16073
94.0,16088
91.0,16104
95.0,16120
92.0,16135
91.0,16151
93.0,16167
93.0,16182
92.0,16198
95.0,16214
93.0,16229
95.0,16245
94.0,16260
94.0,16276
92.0,16292
94.0,16307
94.0,16323
93.0,16339
93.0,16354
92.0,16370
95.0,16386
91.0,16401
94.0,16417
95.0,16432
94.0,16448
94.0,16464
91.0,16479
91.0,16495
92.0,16510
96.0,16526
94.0,16542
91.0,16557
91.0,16573
90.0,16589
92.0,16604
92.0,16620
91.0,16636
93.0,16651
94.0,16667
94.0,16683
92.0,16698
92.0,16714
92.0,16729
93.0,16745
95.0,16761
93.0,16776
91.0,16792
93.0,16808
95.0,16823
92.0,16839
92.0,16855
92.0,16870
92.0,16886
93.0,16901
94.0,16917
92.0,16932
95.0,16948
91.0,16964
91.0,16979
93.0,16995
91.0,17011
92.0,17026
91.0,17042
95.0,17057
91.0,17073
95.0,17089
92.0,17104
94.0,17120
95.0,17136
95.0,17151
95.0,17167
90.0,17183
95.0,17198
95.0,17214
91.0,17230
95.0,17245
92.0,17261
93.0,17277
95.0,17292
91.0,17308
95.0,17323
95.0,17339
95.0,17355
95.0,17370
95.0,17386
95.0,17402
91.0,17417
95.0,17433
91.0,17448
94.0,17464
92.0,17480
93.0,17495
91.0,17511
95.0,17527
95.0,17542
91.0,17558
95.0,17574
94.0,17589
95.0,17605
93.0,17620
93.0,17636
92.0,17652
95.0,17667
91.0,17683
94.0,17698
94.0,17714
91.0,17730
92.0,17745
92.0,17761
95.0,17777
95.0,17792
91.0,17808
92.0,17823
93.0,17839
92.0,17855
95.0,17870
93.0,17886
93.0,17902
95.0,17917
94.0,17933
89.0,17949
95.0,17964
94.0,17980
94.0,17996
92.0,18011
92.0,18027
93.0,18042
93.0,18058
95.0,18074
91.0,18089
92.0,18105
93.0,18121
95.0,18136
93.0,18152
92.0,18167
94.0,18183
95.0,18199
93.0,18214
94.0,18230
95.0,18245
94.0,18261
91.0,18277
95.0,18293
91.0,18308
91.0,18324
93.0,18339
95.0,18355
91.0,18371
91.0,18386
95.0,18402
91.0,18417
92.0,18433
91.0,18449
91.0,18464
92.0,18480
94.0,18495
94.0,18511
94.0,18527
93.0,18542
94.0,18558
91.0,18574
94.0,18589
91.0,18605
94.0,18621
91.0,18636
94.0,18652
93.0,18668
95.0,18683
91.0,18699
92.0,18714
95.0,18730
92.0,18746
95.0,18761
94.0,18777
93.0,18792
92.0,18808
93.0,18824
94.0,18839
95.0,18855
92.0,18871
94.0,18886
92.0,18902
95.0,18918
92.0,18933
94.0,18949
93.0,18964
94.0,18980
92.0,18996
95.0,19011
95.0,19027
93.0,19042
91.0,19058
92.0,19074
93.0,19089
93.0,19105
95.0,19121
92.0,19136
93.0,19152
96.0,19168
95.0,19183
95.0,19199
92.0,19215
90.0,19230
94.0,19246
91.0,19262
95.0,19277
93.0,19293
92.0,19309
95.0,19324
93.0,19340
93.0,19355
94.0,19371
91.0,19387
91.0,19402
92.0,19418
94.0,19434
96.0,19449
94.0,19465
91.0,19481
91.0,19496
91.0,19512
91.0,19527
92.0,19543
93.0,19559
91.0,19575
94.0,19590
94.0,19606
95.0,19622
88.0,19637
95.0,19653
95.0,19669
91.0,19684
97.0,19700
91.0,19715
95.0,19731
95.0,19746
91.0,19762
91.0,19778
95.0,19793
95.0,19809
93.0,19825
94.0,19840
95.0,19856
91.0,19872
92.0,19887
93.0,19903
94.0,19918
93.0,19934
95.0,19950
93.0,19965
95.0,19981
94.0,19997
92.0,20012
95.0,20028
92.0,20044
91.0,20059
92.0,20075
92.0,20091
88.0,20106
96.0,20122
92.0,20138
91.0,20153
89.0,20169
91.0,20185
95.0,20200
95.0,20216
92.0,20232
91.0,20247
92.0,20263
94.0,20279
91.0,20294
95.0,20310
95.0,20326
94.0,20342
91.0,20357
92.0,20373
92.0,20389
94.0,20404
94.0,20420
95.0,20436
92.0,20451
92.0,20467
91.0,20482
91.0,20498
94.0,20513
93.0,20529
94.0,20545
92.0,20560
95.0,20576
93.0,20592
92.0,20607
91.0,20623
94.0,20639
94.0,20654
91.0,20670
95.0,20686
91.0,20701
93.0,20717
91.0,20733
94.0,20748
94.0,20764
94.0,20780
92.0,20795
92.0,20811
92.0,20827
94.0,20843
92.0,20858
95.0,20874
91.0,20890
92.0,20905
93.0,20921
93.0,20936
90.0,20952
93.0,20968
95.0,20983
93.0,20999
95.0,21014
95.0,21030
91.0,21046
92.0,21061
91.0,21077
92.0,21093
95.0,21109
95.0,21124
92.0,21140
91.0,21156
94.0,21171
92.0,21187
95.0,21202
94.0,21218
95.0,21234
94.0,21249
95.0,21265
94.0,21281
94.0,21296
91.0,21312
93.0,21328
95.0,21343
91.0,21359
92.0,21375
95.0,21390
94.0,21406
92.0,21422
93.0,21437
95.0,21453
95.0,21469
93.0,21484
91.0,21500
92.0,21516
96.0,21531
93.0,21547
94.0,21563
91.0,21578
93.0,21594
94.0,21609
93.0,21625
94.0,21641
92.0,21657
93.0,21672
94.0,21688
94.0,21704
92.0,21719
94.0,21735
93.0,21751
94.0,21766
92.0,21782
93.0,21798
92.0,21813
94.0,21829
92.0,21845
93.0,21860
93.0,21876
94.0,21891
93.0,21907
92.0,21923
94.0,21938
93.0,21954
92.0,21969
93.0,21985
93.0,22001
94.0,22017
93.0,22032
93.0,22048
93.0,22064
93.0,22079
92.0,22095
93.0,22111
92.0,22126
93.0,22142
93.0,22157
93.0,22173
93.0,22189
93.0,22205
93.0,22220
92.0,22236
93.0,22252
93.0,22267
92.0,22283
93.0,22298
93.0,22314
93.0,22330
93.0,22345
93.0,22361
93.0,22377
93.0,22392
93.0,22408
93.0,22424
93.0,22439
93.0,22455
93.0,22471
93.0,22486
93.0,22502
93.0,22517
93.0,22533
93.0,22549
93.0,22564
92.0,22580
92.0,22596
93.0,22611
93.0,22627
93.0,22642
93.0,22658
93.0,22674
92.0,22689
93.0,22705
93.0,22721
92.0,22736
93.0,22752
93.0,22768
92.0,22783
93.0,22799
93.0,22814
93.0,22830
93.0,22846
93.0,22861
92.0,22877
93.0,22893
93.0,22908
93.0,22924
93.0,22940
93.0,22955
93.0,22971
93.0,22987
93.0,23002
93.0,23018
93.0,23034
93.0,23049
93.0,23065
93.0,23081
93.0,23096
93.0,23112
93.0,23128
93.0,23143
93.0,23159
93.0,23175
93.0,23190
92.0,23206
93.0,23222
93.0,23237
93.0,23253
93.0,23269
93.0,23284
93.0,23300
93.0,23316
93.0,23331
93.0,23350
93.0,23365
93.0,23381
92.0,23397
93.0,23412
93.0,23428
93.0,23444
93.0,23459
93.0,23475
92.0,23491
93.0,23506
93.0,23522
93.0,23538
93.0,23553
93.0,23569
93.0,23585
93.0,23600
93.0,23616
93.0,23631
92.0,23647
93.0,23663
92.0,23678
93.0,23694
93.0,23710
93.0,23725
93.0,23741
93.0,23757
93.0,23772
93.0,23788
93.0,23804
93.0,23819
93.0,23835
92.0,23851
93.0,23866
93.0,23882
93.0,23897
93.0,23913
92.0,23929
93.0,23945
93.0,23960
93.0,23976
93.0,23991
93.0,24007
93.0,24023
93.0,24038
93.0,24054
93.0,24070
92.0,24086
93.0,24101
93.0,24117
93.0,24133
93.0,24148
92.0,24164
93.0,24180
92.0,24195
93.0,24211
93.0,24227
93.0,24242
93.0,24258
93.0,24274
93.0,24289
93.0,24305
93.0,24321
93.0,24336
92.0,24352
93.0,24368
93.0,24383
93.0,24399
93.0,24414
92.0,24430
93.0,24446
93.0,24461
93.0,24477
93.0,24493
93.0,24508
92.0,24524
93.0,24540
93.0,24555
93.0,24571
92.0,24587
93.0,24602
93.0,24618
93.0,24634
93.0,24649
93.0,24665
93.0,24681
93.0,24696
93.0,24712
93.0,24727
93.0,24743
93.0,24759
93.0,24774
93.0,24790
93.0,24806
93.0,24821
93.0,24837
93.0,24852
93.0,24868
93.0,24884
93.0,24899
93.0,24915
93.0,24931
92.0,24946
93.0,24962
93.0,24978
93.0,24993
93.0,25009
93.0,25025
93.0,25040
93.0,25056
93.0,25072
93.0,25087
93.0,25103
93.0,25119
93.0,25134
93.0,25150
93.0,25165
93.0,25181
92.0,25196
93.0,25212
93.0,25228
93.0,25243
93.0,25259
92.0,25275
93.0,25290
93.0,25306
93.0,25322
93.0,25338
93.0,25353
93.0,25369
93.0,25384
93.0,25400
93.0,25416
94.0,25431
93.0,25447
92.0,25463
93.0,25478
93.0,25494
93.0,25510
93.0,25525
93.0,25541
93.0,25559
93.0,25575
93.0,25590
93.0,25606
93.0,25622
93.0,25637
93.0,25653
93.0,25669
93.0,25684
92.0,25700
93.0,25716
93.0,25731
92.0,25747
93.0,25762
93.0,25778
93.0,25794
93.0,25809
93.0,25825
93.0,25840
92.0,25856
93.0,25872
93.0,25887
93.0,25903
93.0,25919
93.0,25934
93.0,25950
93.0,25966
92.0,25981
93.0,25997
93.0,26013
93.0,26028
92.0,26044
93.0,26060
93.0,26075
93.0,26091
93.0,26107
93.0,26122
93.0,26138
93.0,26154
93.0,26169
93.0,26185
93.0,26201
93.0,26216
93.0,26232
93.0,26247
93.0,26263
93.0,26279
93.0,26294
93.0,26310
92.0,26325
93.0,26341
93.0,26356
92.0,26372
93.0,26388
93.0,26403
92.0,26419
93.0,26435
93.0,26450
93.0,26466
93.0,26482
93.0,26497
93.0,26513
93.0,26529
93.0,26544
93.0,26560
93.0,26576
93.0,26591
93.0,26607
93.0,26623
93.0,26639
93.0,26654
93.0,26670
93.0,26686
93.0,26701
93.0,26717
93.0,26733
93.0,26748
92.0,26764
93.0,26780
93.0,26795
93.0,26811
92.0,26827
93.0,26842
92.0,26858
93.0,26874
93.0,26889
93.0,26905
93.0,26920
93.0,26936
93.0,26952
93.0,26967
93.0,26983
93.0,26999
93.0,27014
93.0,27030
93.0,27045
93.0,27061
93.0,27077
93.0,27092
93.0,27108
93.0,27124
93.0,27139
93.0,27155
93.0,27171
93.0,27186
93.0,27202
93.0,27218
93.0,27233
92.0,27249
93.0,27265
93.0,27280
93.0,27296
93.0,27312
93.0,27327
93.0,27343
93.0,27359
93.0,27374
93.0,27390
93.0,27406
92.0,27421
93.0,27437
93.0,27453
93.0,27469
93.0,27484
93.0,27500
93.0,27516
93.0,27531
93.0,27547
94.0,27563
93.0,27578
93.0,27594
93.0,27610
93.0,27625
93.0,27641
93.0,27657
93.0,27672
93.0,27688
93.0,27704
93.0,27719
93.0,27735
93.0,27751
93.0,27766
93.0,27782
93.0,27798
92.0,27813
93.0,27829
93.0,27845
93.0,27860
93.0,27876
93.0,27892
93.0,27907
93.0,27923
92.0,27938
93.0,27954
93.0,27970
93.0,27986
93.0,28001
93.0,28017
93.0,28033
93.0,28048
93.0,28064
93.0,28080
93.0,28095
93.0,28111
93.0,28127
93.0,28142
92.0,28158
93.0,28173
93.0,28189
93.0,28205
93.0,28220
93.0,28236
93.0,28252
93.0,28267
93.0,28283
93.0,28299
93.0,28315
92.0,28330
93.0,28346
93.0,28361
93.0,28377
94.0,28393
92.0,28408
93.0,28424
93.0,28440
92.0,28455
93.0,28471
93.0,28486
93.0,28502
93.0,28518
93.0,28533
93.0,28549
93.0,28565
93.0,28580
93.0,28596
93.0,28612
93.0,28627
93.0,28643
93.0,28659
93.0,28674
93.0,28690
93.0,28706
93.0,28722
93.0,28737
93.0,28753
93.0,28769
92.0,28784
93.0,28803
92.0,28818
93.0,28834
93.0,28850
93.0,28865
93.0,28881
93.0,28896
93.0,28912
93.0,28928
93.0,28944
92.0,28959
93.0,28975
93.0,28991
93.0,29006
93.0,29022
93.0,29037
93.0,29053
92.0,29069
93.0,29084
93.0,29100
93.0,29116
93.0,29131
93.0,29147
93.0,29162
93.0,29178
93.0,29194
93.0,29209
93.0,29225
93.0,29241
93.0,29256
93.0,29272
93.0,29287
93.0,29303
93.0,29319
93.0,29334
93.0,29350
93.0,29366
92.0,29382
93.0,29397
93.0,29413
93.0,29429
93.0,29444
93.0,29460
93.0,29475
93.0,29491
93.0,29507
93.0,29522
93.0,29538
93.0,29554
93.0,29569
93.0,29585
93.0,29601
93.0,29617
92.0,29632
93.0,29648
93.0,29664
93.0,29679
93.0,29698
93.0,29714
92.0,29729
93.0,29745
93.0,29761
93.0,29776
93.0,29792
93.0,29807
93.0,29823
93.0,29839
93.0,29854
93.0,29870
93.0,29886
93.0,29901
93.0,29917
93.0,29933
93.0,29949
93.0,29964
93.0,29980
93.0,29996
92.0,30011
93.0,30027
92.0,30043
93.0,30058
92.0,30074
93.0,30090
93.0,30105
93.0,30121
93.0,30137
93.0,30152
93.0,30168
93.0,30184
93.0,30199
93.0,30215
93.0,30231
93.0,30246
93.0,30262
93.0,30277
93.0,30293
93.0,30309
93.0,30324
92.0,30340
93.0,30356
93.0,30371
92.0,30387
93.0,30403
93.0,30419
93.0,30434
93.0,30450
93.0,30465
92.0,30481
93.0,30497
93.0,30512
93.0,30528
93.0,30543
92.0,30559
93.0,30578
93.0,30593
93.0,30609
93.0,30625
93.0,30640
93.0,30656
93.0,30672
93.0,30687
93.0,30703
93.0,30719
93.0,30735
93.0,30750
93.0,30768
93.0,30784
93.0,30800
93.0,30815
92.0,30831
93.0,30847
93.0,30862
93.0,30878
93.0,30894
93.0,30909
93.0,30925
93.0,30941
93.0,30956
93.0,30972
93.0,30988
93.0,31004
93.0,31021
93.0,31037
93.0,31052
93.0,31068
92.0,31084
93.0,31099
93.0,31117
92.0,31133
93.0,31149
93.0,31164
93.0,31180
94.0,31196
93.0,31211
93.0,31227
93.0,31243
93.0,31259
93.0,31274
93.0,31290
93.0,31308
93.0,31324
93.0,31340
93.0,31355
93.0,31371
93.0,31387
92.0,31402
