field,time
91.0,146082
89.0,146098
90.0,146113
92.0,146129
92.0,146145
89.0,146160
91.0,146176
91.0,146192
93.0,146207
93.0,146223
92.0,146239
91.0,146254
89.0,146270
90.0,146286
92.0,146301
89.0,146317
93.0,146333
91.0,146348
89.0,146364
90.0,146380
88.0,146395
89.0,146411
88.0,146427
90.0,146442
88.0,146458
91.0,146473
89.0,146489
92.0,146505
91.0,146520
89.0,146536
92.0,146552
89.0,146567
92.0,146583
93.0,146599
89.0,146614
93.0,146630
91.0,146646
89.0,146662
92.0,146677
93.0,146693
89.0,146708
89.0,146724
93.0,146740
92.0,146755
90.0,146771
90.0,146787
92.0,146802
93.0,146818
92.0,146834
93.0,146850
92.0,146865
91.0,146881
92.0,146896
93.0,146912
91.0,146928
92.0,146943
90.0,146959
92.0,146975
91.0,146990
89.0,147006
92.0,147022
89.0,147037
96.0,147053
88.0,147069
91.0,147084
89.0,147103
92.0,147118
90.0,147134
89.0,147150
93.0,147166
92.0,147181
92.0,147197
92.0,147212
90.0,147228
89.0,147244
91.0,147259
90.0,147275
89.0,147291
93.0,147306
92.0,147322
93.0,147337
88.0,147353
89.0,147369
92.0,147384
90.0,147400
89.0,147415
93.0,147431
89.0,147447
92.0,147462
90.0,147478
91.0,147494
91.0,147509
89.0,147525
93.0,147541
91.0,147557
90.0,147572
89.0,147588
91.0,147603
91.0,147619
93.0,147635
91.0,147650
91.0,147666
89.0,147682
89.0,147697
92.0,147713
90.0,147729
89.0,147744
90.0,147760
89.0,147776
91.0,147791
89.0,147807
91.0,147822
88.0,147838
92.0,147854
93.0,147869
93.0,147885
89.0,147901
92.0,147917
92.0,147932
88.0,147948
89.0,147964
89.0,147980
92.0,147995
92.0,148011
93.0,148026
89.0,148042
89.0,148058
93.0,148074
91.0,148089
91.0,148105
91.0,148121
90.0,148136
91.0,148152
92.0,148167
91.0,148183
93.0,148199
89.0,148214
92.0,148230
92.0,148246
92.0,148261
91.0,148277
93.0,148293
92.0,148308
92.0,148324
93.0,148340
92.0,148355
89.0,148371
89.0,148387
89.0,148403
89.0,148418
90.0,148434
91.0,148449
91.0,148465
89.0,148481
89.0,148496
91.0,148512
92.0,148528
92.0,148543
90.0,148559
93.0,148575
89.0,148590
90.0,148606
89.0,148622
91.0,148637
92.0,148653
92.0,148669
89.0,148684
90.0,148700
92.0,148716
89.0,148731
90.0,148747
90.0,148763
89.0,148778
92.0,148794
89.0,148810
92.0,148825
93.0,148841
89.0,148857
89.0,148872
88.0,148888
89.0,148904
91.0,148919
93.0,148935
90.0,148951
91.0,148966
89.0,148982
93.0,148998
88.0,149013
89.0,149029
89.0,149045
91.0,149061
90.0,149076
88.0,149092
90.0,149107
91.0,149123
90.0,149139
92.0,149154
89.0,149170
93.0,149186
89.0,149202
89.0,149217
92.0,149233
92.0,149248
89.0,149264
90.0,149280
92.0,149295
92.0,149311
92.0,149327
90.0,149342
88.0,149358
93.0,149374
92.0,149389
91.0,149405
93.0,149421
89.0,149436
91.0,149452
93.0,149468
89.0,149483
90.0,149499
91.0,149515
92.0,149530
90.0,149546
90.0,149562
92.0,149577
90.0,149593
90.0,149609
91.0,149624
89.0,149640
91.0,149656
91.0,149671
89.0,149687
89.0,149703
93.0,149718
93.0,149734
93.0,149750
92.0,149765
89.0,149781
92.0,149797
92.0,149812
91.0,149828
91.0,149843
89.0,149859
89.0,149875
91.0,149890
93.0,149906
92.0,149922
89.0,149937
93.0,149953
91.0,149969
89.0,149984
92.0,150000
92.0,150016
93.0,150031
88.0,150047
92.0,150063
91.0,150079
93.0,150094
89.0,150110
92.0,150126
93.0,150141
90.0,150157
90.0,150173
92.0,150188
89.0,150204
90.0,150220
93.0,150235
89.0,150251
91.0,150266
91.0,150282
92.0,150298
92.0,150313
92.0,150329
91.0,150345
92.0,150360
93.0,150376
89.0,150392
92.0,150407
89.0,150423
92.0,150439
89.0,150454
89.0,150470
92.0,150486
89.0,150501
89.0,150517
92.0,150533
90.0,150549
89.0,150564
93.0,150580
89.0,150596
88.0,150611
92.0,150627
91.0,150643
91.0,150658
89.0,150674
90.0,150689
88.0,150705
91.0,150721
89.0,150736
92.0,150752
89.0,150769
89.0,150784
91.0,150800
89.0,150815
92.0,150831
90.0,150847
89.0,150863
90.0,150878
90.0,150894
90.0,150909
93.0,150925
89.0,150941
89.0,150956
89.0,150972
91.0,150988
89.0,151003
89.0,151019
89.0,151035
89.0,151050
93.0,151066
93.0,151082
90.0,151097
93.0,151113
89.0,151128
89.0,151144
93.0,151160
92.0,151175
92.0,151191
92.0,151207
91.0,151222
88.0,151238
92.0,151254
90.0,151269
88.0,151285
90.0,151300
93.0,151316
93.0,151332
89.0,151348
90.0,151363
91.0,151379
89.0,151394
92.0,151410
91.0,151426
93.0,151441
93.0,151457
88.0,151473
90.0,151488
93.0,151504
90.0,151520
91.0,151535
91.0,151551
93.0,151567
90.0,151582
88.0,151598
89.0,151614
89.0,151629
92.0,151645
90.0,151661
88.0,151676
92.0,151692
93.0,151708
93.0,151723
90.0,151739
93.0,151755
89.0,151771
89.0,151786
92.0,151802
91.0,151817
92.0,151833
89.0,151849
90.0,151864
89.0,151880
90.0,151896
88.0,151911
91.0,151927
89.0,151943
90.0,151958
90.0,151974
92.0,151990
88.0,152005
90.0,152021
92.0,152037
92.0,152052
90.0,152068
92.0,152084
89.0,152099
89.0,152115
89.0,152131
88.0,152147
93.0,152162
90.0,152178
92.0,152194
92.0,152209
93.0,152225
91.0,152241
88.0,152256
90.0,152272
92.0,152288
90.0,152303
89.0,152319
92.0,152335
90.0,152353
89.0,152369
91.0,152384
92.0,152400
91.0,152415
91.0,152431
88.0,152447
92.0,152463
92.0,152478
90.0,152494
92.0,152510
92.0,152525
92.0,152541
88.0,152556
91.0,152572
91.0,152588
90.0,152603
93.0,152619
92.0,152635
89.0,152650
91.0,152666
91.0,152682
90.0,152697
93.0,152713
91.0,152729
91.0,152744
91.0,152760
92.0,152776
92.0,152792
93.0,152810
90.0,152826
89.0,152841
89.0,152857
89.0,152872
89.0,152888
92.0,152904
92.0,152919
89.0,152935
93.0,152951
89.0,152966
89.0,152982
89.0,152998
93.0,153013
91.0,153029
93.0,153045
93.0,153061
90.0,153076
93.0,153092
91.0,153107
89.0,153123
90.0,153139
92.0,153155
91.0,153170
91.0,153186
88.0,153202
92.0,153217
92.0,153233
88.0,153249
89.0,153264
90.0,153280
93.0,153296
93.0,153311
89.0,153327
89.0,153343
90.0,153358
93.0,153374
89.0,153390
92.0,153405
92.0,153421
89.0,153437
93.0,153452
89.0,153468
89.0,153484
91.0,153499
89.0,153515
88.0,153531
92.0,153546
89.0,153562
92.0,153578
93.0,153593
91.0,153609
92.0,153625
90.0,153640
93.0,153656
90.0,153672
88.0,153687
89.0,153703
93.0,153718
89.0,153734
92.0,153750
89.0,153765
92.0,153781
91.0,153797
91.0,153812
93.0,153828
91.0,153844
92.0,153859
93.0,153875
89.0,153891
92.0,153906
92.0,153922
88.0,153938
93.0,153953
91.0,153969
91.0,153984
92.0,154000
90.0,154016
91.0,154032
93.0,154047
90.0,154063
89.0,154079
90.0,154094
89.0,154110
92.0,154126
92.0,154141
89.0,154157
92.0,154173
92.0,154188
92.0,154204
93.0,154219
92.0,154235
91.0,154251
89.0,154266
93.0,154282
91.0,154298
90.0,154313
90.0,154329
92.0,154344
89.0,154360
93.0,154376
92.0,154391
93.0,154407
91.0,154423
89.0,154438
89.0,154454
93.0,154470
93.0,154486
93.0,154501
90.0,154517
89.0,154532
89.0,154548
92.0,154564
89.0,154579
93.0,154595
90.0,154611
93.0,154626
92.0,154642
92.0,154658
89.0,154673
90.0,154689
92.0,154705
90.0,154720
88.0,154737
91.0,154753
92.0,154768
89.0,154784
88.0,154801
88.0,154816
91.0,154832
92.0,154848
92.0,154863
90.0,154879
92.0,154895
91.0,154910
92.0,154926
93.0,154941
89.0,154957
89.0,154973
91.0,154989
92.0,155004
89.0,155020
90.0,155036
91.0,155051
92.0,155067
92.0,155084
92.0,155099
92.0,155115
90.0,155130
91.0,155146
89.0,155162
91.0,155177
90.0,155193
88.0,155208
93.0,155224
91.0,155240
91.0,155255
88.0,155271
89.0,155287
88.0,155302
89.0,155318
89.0,155334
87.0,155350
93.0,155366
91.0,155381
92.0,155397
91.0,155413
89.0,155428
93.0,155444
92.0,155459
89.0,155475
92.0,155491
89.0,155506
88.0,155522
91.0,155538
92.0,155553
93.0,155569
91.0,155585
92.0,155600
92.0,155616
90.0,155632
92.0,155647
92.0,155663
92.0,155679
88.0,155694
93.0,155710
89.0,155726
92.0,155741
89.0,155757
91.0,155773
89.0,155788
91.0,155804
88.0,155820
90.0,155836
88.0,155851
92.0,155867
92.0,155883
89.0,155898
88.0,155914
92.0,155929
89.0,155945
89.0,155961
89.0,155976
91.0,155992
89.0,156008
93.0,156023
88.0,156039
88.0,156054
92.0,156070
88.0,156086
92.0,156102
89.0,156117
92.0,156133
89.0,156149
88.0,156165
89.0,156180
89.0,156196
89.0,156212
89.0,156227
89.0,156243
93.0,156258
90.0,156274
91.0,156290
91.0,156305
91.0,156321
92.0,156337
89.0,156352
90.0,156369
93.0,156385
92.0,156400
88.0,156416
92.0,156432
92.0,156447
89.0,156463
88.0,156479
93.0,156494
93.0,156510
93.0,156526
92.0,156541
89.0,156557
89.0,156573
92.0,156588
89.0,156604
93.0,156620
89.0,156635
93.0,156651
92.0,156667
93.0,156682
89.0,156698
91.0,156714
90.0,156729
88.0,156745
92.0,156760
92.0,156776
90.0,156792
91.0,156807
90.0,156823
90.0,156839
89.0,156854
89.0,156870
89.0,156886
92.0,156901
91.0,156917
93.0,156933
91.0,156949
92.0,156964
88.0,156980
88.0,156995
90.0,157011
90.0,157027
90.0,157042
90.0,157058
89.0,157073
88.0,157089
89.0,157105
89.0,157121
92.0,157136
89.0,157152
89.0,157168
92.0,157183
90.0,157199
90.0,157215
88.0,157230
92.0,157246
93.0,157262
92.0,157277
88.0,157293
93.0,157309
89.0,157324
93.0,157340
92.0,157356
89.0,157371
91.0,157387
88.0,157403
89.0,157419
90.0,157434
93.0,157450
92.0,157466
92.0,157481
90.0,157497
88.0,157513
91.0,157528
90.0,157544
90.0,157559
92.0,157575
91.0,157591
90.0,157606
89.0,157622
92.0,157637
91.0,157653
92.0,157669
92.0,157684
90.0,157700
92.0,157716
91.0,157731
92.0,157747
88.0,157762
91.0,157778
93.0,157794
92.0,157810
92.0,157825
89.0,157841
92.0,157856
91.0,157872
88.0,157888
92.0,157904
88.0,157919
91.0,157935
92.0,157950
89.0,157966
90.0,157982
93.0,157997
89.0,158013
92.0,158029
92.0,158044
92.0,158060
90.0,158076
91.0,158091
93.0,158107
89.0,158123
88.0,158138
88.0,158154
89.0,158170
89.0,158185
89.0,158201
93.0,158217
90.0,158232
88.0,158248
88.0,158264
90.0,158279
89.0,158295
90.0,158311
89.0,158326
91.0,158342
88.0,158357
91.0,158373
88.0,158389
93.0,158404
88.0,158420
90.0,158436
93.0,158451
89.0,158467
91.0,158483
92.0,158498
91.0,158514
88.0,158529
92.0,158545
88.0,158561
90.0,158577
88.0,158592
92.0,158608
92.0,158624
88.0,158639
88.0,158655
90.0,158671
88.0,158687
92.0,158702
88.0,158718
91.0,158733
89.0,158749
89.0,158765
89.0,158780
92.0,158796
92.0,158812
90.0,158828
90.0,158843
92.0,158859
89.0,158875
93.0,158890
90.0,158906
91.0,158921
89.0,158937
89.0,158953
88.0,158968
91.0,158984
89.0,159000
93.0,159015
91.0,159031
93.0,159047
92.0,159062
92.0,159078
88.0,159094
93.0,159110
92.0,159125
92.0,159141
91.0,159156
92.0,159172
89.0,159188
90.0,159203
90.0,159219
92.0,159235
89.0,159250
89.0,159266
90.0,159282
92.0,159297
90.0,159313
89.0,159329
93.0,159345
91.0,159361
91.0,159376
88.0,159392
89.0,159408
90.0,159423
88.0,159439
88.0,159454
92.0,159470
89.0,159486
89.0,159502
88.0,159517
89.0,159533
90.0,159548
90.0,159564
90.0,159580
92.0,159596
90.0,159611
92.0,159627
89.0,159643
90.0,159658
89.0,159674
91.0,159689
89.0,159705
90.0,159721
89.0,159736
92.0,159752
93.0,159768
93.0,159783
91.0,159799
88.0,159815
88.0,159830
89.0,159846
89.0,159862
93.0,159877
89.0,159893
88.0,159909
89.0,159924
91.0,159940
92.0,159956
88.0,159971
88.0,159987
89.0,160003
90.0,160018
88.0,160034
90.0,160052
89.0,160068
92.0,160084
91.0,160100
92.0,160116
92.0,160131
91.0,160147
89.0,160163
92.0,160179
91.0,160194
89.0,160210
89.0,160226
89.0,160242
93.0,160258
92.0,160273
89.0,160289
88.0,160305
89.0,160320
89.0,160336
91.0,160352
92.0,160367
88.0,160383
88.0,160399
93.0,160415
92.0,160430
89.0,160446
92.0,160462
89.0,160477
93.0,160493
90.0,160509
92.0,160525
88.0,160540
92.0,160556
92.0,160572
89.0,160588
89.0,160603
89.0,160619
91.0,160635
90.0,160650
90.0,160666
91.0,160682
92.0,160698
90.0,160713
92.0,160729
93.0,160745
92.0,160761
88.0,160776
88.0,160792
90.0,160808
92.0,160823
91.0,160839
89.0,160855
92.0,160870
89.0,160886
93.0,160902
91.0,160917
91.0,160933
89.0,160949
91.0,160964
91.0,160980
93.0,160996
88.0,161012
92.0,161027
93.0,161043
92.0,161059
89.0,161075
92.0,161090
92.0,161106
89.0,161122
90.0,161138
92.0,161153
89.0,161169
91.0,161185
93.0,161200
92.0,161216
88.0,161232
89.0,161248
90.0,161264
89.0,161279
88.0,161295
88.0,161311
91.0,161326
91.0,161342
89.0,161358
91.0,161374
92.0,161389
89.0,161405
88.0,161421
90.0,161436
90.0,161452
88.0,161468
88.0,161483
92.0,161499
92.0,161515
87.0,161531
89.0,161547
92.0,161563
91.0,161578
92.0,161594
89.0,161610
91.0,161625
92.0,161641
88.0,161657
91.0,161673
91.0,161688
90.0,161704
92.0,161719
91.0,161735
88.0,161751
91.0,161767
89.0,161782
91.0,161798
92.0,161814
90.0,161829
92.0,161845
92.0,161861
89.0,161876
92.0,161892
90.0,161908
91.0,161924
88.0,161939
89.0,161955
92.0,161971
92.0,161986
91.0,162002
91.0,162018
92.0,162034
89.0,162049
91.0,162065
89.0,162081
92.0,162096
88.0,162113
88.0,162128
91.0,162144
88.0,162159
90.0,162175
88.0,162191
92.0,162206
90.0,162222
89.0,162238
92.0,162254
90.0,162269
89.0,162285
89.0,162300
92.0,162316
92.0,162332
91.0,162347
89.0,162363
91.0,162379
93.0,162394
92.0,162410
88.0,162426
90.0,162441
89.0,162457
89.0,162473
91.0,162488
91.0,162504
90.0,162520
89.0,162535
92.0,162551
91.0,162567
92.0,162582
92.0,162598
90.0,162614
91.0,162629
90.0,162645
89.0,162661
92.0,162676
92.0,162692
89.0,162708
89.0,162723
92.0,162739
88.0,162755
88.0,162771
91.0,162786
92.0,162802
91.0,162818
88.0,162833
92.0,162849
88.0,162865
89.0,162880
92.0,162896
88.0,162912
89.0,162927
89.0,162943
90.0,162959
89.0,162974
90.0,162990
88.0,163006
89.0,163022
92.0,163037
91.0,163053
91.0,163069
93.0,163084
89.0,163100
90.0,163116
91.0,163131
92.0,163147
88.0,163163
89.0,163178
89.0,163194
88.0,163210
88.0,163225
89.0,163241
92.0,163257
91.0,163272
91.0,163288
89.0,163304
92.0,163320
93.0,163335
92.0,163351
91.0,163366
88.0,163382
91.0,163398
92.0,163414
92.0,163429
90.0,163445
88.0,163461
91.0,163476
89.0,163492
89.0,163508
87.0,163523
92.0,163539
88.0,163555
91.0,163570
90.0,163586
92.0,163602
88.0,163617
89.0,163633
92.0,163649
89.0,163664
88.0,163680
92.0,163696
88.0,163711
87.0,163727
92.0,163742
91.0,163758
88.0,163774
92.0,163789
90.0,163805
91.0,163821
92.0,163836
90.0,163852
93.0,163867
88.0,163883
90.0,163899
87.0,163914
92.0,163930
91.0,163946
88.0,163961
88.0,163977
88.0,163993
92.0,164008
88.0,164024
89.0,164040
92.0,164055
89.0,164071
88.0,164087
89.0,164103
92.0,164118
92.0,164134
89.0,164150
88.0,164165
89.0,164181
92.0,164197
88.0,164212
89.0,164228
89.0,164244
90.0,164259
92.0,164275
88.0,164291
93.0,164306
89.0,164322
89.0,164338
92.0,164354
89.0,164369
88.0,164385
92.0,164401
88.0,164416
92.0,164432
88.0,164448
91.0,164463
93.0,164479
92.0,164495
88.0,164510
92.0,164526
91.0,164542
89.0,164557
88.0,164573
90.0,164589
92.0,164604
92.0,164620
89.0,164635
88.0,164651
88.0,164666
89.0,164682
90.0,164698
91.0,164713
92.0,164729
91.0,164745
92.0,164760
90.0,164776
90.0,164792
92.0,164807
90.0,164823
93.0,164838
90.0,164854
90.0,164870
91.0,164885
88.0,164901
91.0,164916
88.0,164932
89.0,164948
92.0,164963
92.0,164979
91.0,164994
90.0,165010
91.0,165026
90.0,165042
93.0,165057
89.0,165073
88.0,165091
91.0,165107
89.0,165122
88.0,165138
91.0,165154
89.0,165170
89.0,165186
89.0,165201
88.0,165217
91.0,165233
91.0,165248
88.0,165264
89.0,165279
90.0,165295
88.0,165310
88.0,165326
92.0,165343
88.0,165358
91.0,165374
89.0,165389
92.0,165405
89.0,165421
88.0,165436
90.0,165452
91.0,165468
90.0,165483
91.0,165499
93.0,165515
88.0,165530
92.0,165546
91.0,165561
88.0,165577
90.0,165593
88.0,165608
92.0,165624
89.0,165640
89.0,165655
92.0,165671
89.0,165687
90.0,165702
88.0,165718
90.0,165734
89.0,165749
92.0,165765
91.0,165781
92.0,165796
89.0,165812
89.0,165828
91.0,165844
91.0,165859
92.0,165875
89.0,165891
89.0,165907
88.0,165923
91.0,165938
90.0,165954
89.0,165970
90.0,165985
89.0,166001
91.0,166017
90.0,166032
89.0,166048
92.0,166064
91.0,166079
92.0,166095
89.0,166110
88.0,166126
88.0,166142
92.0,166157
89.0,166173
89.0,166188
88.0,166204
89.0,166220
92.0,166235
92.0,166251
88.0,166267
93.0,166282
90.0,166298
93.0,166313
91.0,166329
89.0,166345
93.0,166360
88.0,166376
89.0,166391
91.0,166407
91.0,166423
92.0,166438
89.0,166454
92.0,166469
90.0,166485
90.0,166501
89.0,166516
92.0,166532
89.0,166547
92.0,166563
92.0,166579
91.0,166594
92.0,166610
92.0,166625
91.0,166641
88.0,166657
89.0,166672
88.0,166688
91.0,166704
92.0,166719
91.0,166735
91.0,166750
90.0,166766
89.0,166781
90.0,166797
88.0,166813
93.0,166828
89.0,166844
88.0,166859
89.0,166875
91.0,166891
88.0,166907
92.0,166923
92.0,166938
89.0,166954
91.0,166969
91.0,166985
88.0,167000
92.0,167016
92.0,167032
92.0,167047
89.0,167063
88.0,167078
90.0,167094
88.0,167110
87.0,167125
91.0,167141
90.0,167157
91.0,167172
90.0,167188
92.0,167203
91.0,167219
91.0,167235
92.0,167250
88.0,167266
92.0,167282
91.0,167297
90.0,167313
91.0,167329
92.0,167344
87.0,167360
88.0,167375
90.0,167391
88.0,167407
88.0,167422
89.0,167438
91.0,167454
91.0,167469
92.0,167485
92.0,167500
88.0,167516
91.0,167532
88.0,167547
92.0,167563
91.0,167579
93.0,167594
92.0,167610
88.0,167625
92.0,167641
92.0,167657
88.0,167672
87.0,167688
88.0,167704
92.0,167719
88.0,167735
93.0,167751
92.0,167766
88.0,167782
90.0,167797
91.0,167813
90.0,167829
91.0,167844
90.0,167860
92.0,167876
92.0,167891
89.0,167907
88.0,167922
90.0,167938
92.0,167954
91.0,167969
91.0,167985
90.0,168000
91.0,168016
91.0,168032
89.0,168048
92.0,168063
92.0,168079
89.0,168094
90.0,168110
91.0,168126
88.0,168142
92.0,168157
91.0,168173
91.0,168189
93.0,168204
89.0,168220
92.0,168236
88.0,168251
88.0,168267
92.0,168283
91.0,168298
90.0,168314
88.0,168330
89.0,168346
90.0,168361
92.0,168377
91.0,168393
90.0,168408
90.0,168424
92.0,168439
92.0,168455
89.0,168471
88.0,168486
89.0,168502
92.0,168518
92.0,168533
89.0,168549
91.0,168565
92.0,168580
90.0,168596
89.0,168612
92.0,168627
88.0,168643
88.0,168658
90.0,168674
92.0,168690
92.0,168706
93.0,168721
88.0,168737
89.0,168752
89.0,168768
91.0,168784
87.0,168799
89.0,168815
90.0,168830
88.0,168846
89.0,168862
91.0,168877
91.0,168893
92.0,168908
90.0,168924
92.0,168940
87.0,168955
88.0,168971
89.0,168987
88.0,169002
90.0,169018
92.0,169034
90.0,169049
88.0,169065
88.0,169080
88.0,169096
92.0,169111
90.0,169127
89.0,169143
91.0,169158
88.0,169174
89.0,169189
90.0,169205
91.0,169221
92.0,169236
88.0,169252
88.0,169268
92.0,169283
89.0,169299
91.0,169314
91.0,169330
91.0,169346
91.0,169361
93.0,169377
91.0,169393
89.0,169408
88.0,169424
92.0,169440
88.0,169455
87.0,169471
88.0,169486
88.0,169502
87.0,169518
87.0,169533
90.0,169549
92.0,169564
88.0,169580
87.0,169596
88.0,169611
88.0,169627
89.0,169643
91.0,169658
92.0,169674
91.0,169690
88.0,169705
88.0,169721
88.0,169736
92.0,169752
87.0,169768
90.0,169783
91.0,169799
89.0,169814
88.0,169830
92.0,169845
87.0,169861
90.0,169877
92.0,169892
89.0,169908
88.0,169924
91.0,169939
91.0,169955
88.0,169971
93.0,169986
92.0,170002
87.0,170017
90.0,170033
90.0,170049
91.0,170064
89.0,170080
87.0,170095
92.0,170111
91.0,170127
90.0,170142
91.0,170158
89.0,170174
93.0,170189
87.0,170205
92.0,170221
87.0,170236
92.0,170252
92.0,170268
91.0,170283
90.0,170299
92.0,170315
87.0,170330
92.0,170346
91.0,170362
89.0,170377
88.0,170393
92.0,170408
89.0,170424
91.0,170439
91.0,170455
88.0,170471
88.0,170486
92.0,170502
92.0,170517
91.0,170533
91.0,170549
90.0,170564
89.0,170580
88.0,170595
91.0,170611
92.0,170627
87.0,170642
91.0,170658
88.0,170673
92.0,170689
92.0,170705
88.0,170720
92.0,170736
91.0,170751
88.0,170767
89.0,170783
88.0,170798
92.0,170814
91.0,170830
89.0,170845
87.0,170861
91.0,170876
90.0,170892
88.0,170908
89.0,170923
92.0,170939
90.0,170954
91.0,170970
89.0,170986
91.0,171001
91.0,171017
89.0,171032
88.0,171048
89.0,171063
89.0,171079
89.0,171095
91.0,171110
91.0,171126
88.0,171141
91.0,171157
88.0,171173
91.0,171188
91.0,171204
92.0,171219
92.0,171235
89.0,171250
92.0,171266
90.0,171282
91.0,171297
91.0,171313
88.0,171329
87.0,171344
88.0,171360
92.0,171375
91.0,171391
92.0,171406
91.0,171422
87.0,171438
92.0,171453
87.0,171469
88.0,171484
87.0,171500
89.0,171516
88.0,171531
92.0,171547
88.0,171562
90.0,171578
91.0,171594
90.0,171609
90.0,171625
89.0,171640
89.0,171656
87.0,171672
88.0,171687
88.0,171703
88.0,171719
89.0,171734
89.0,171750
92.0,171765
88.0,171781
88.0,171797
92.0,171812
92.0,171828
89.0,171843
92.0,171859
88.0,171875
88.0,171890
93.0,171906
91.0,171921
92.0,171937
89.0,171953
88.0,171968
92.0,171984
91.0,171999
88.0,172015
87.0,172031
92.0,172046
90.0,172062
88.0,172078
89.0,172093
87.0,172109
92.0,172124
90.0,172140
92.0,172155
88.0,172171
89.0,172187
88.0,172202
89.0,172218
92.0,172234
92.0,172249
92.0,172265
88.0,172281
89.0,172296
90.0,172312
87.0,172328
88.0,172343
92.0,172359
88.0,172374
92.0,172390
92.0,172405
92.0,172421
91.0,172437
91.0,172452
91.0,172468
88.0,172483
91.0,172499
88.0,172515
91.0,172530
92.0,172546
91.0,172561
91.0,172577
89.0,172592
92.0,172608
90.0,172624
92.0,172639
89.0,172655
88.0,172671
89.0,172686
90.0,172702
89.0,172718
90.0,172733
89.0,172749
93.0,172764
87.0,172780
89.0,172795
87.0,172811
93.0,172827
92.0,172842
88.0,172858
92.0,172873
88.0,172889
89.0,172905
89.0,172920
89.0,172936
91.0,172951
91.0,172967
88.0,172983
92.0,172998
91.0,173014
89.0,173029
91.0,173045
89.0,173061
93.0,173076
91.0,173092
92.0,173107
87.0,173123
92.0,173139
92.0,173154
92.0,173170
92.0,173185
88.0,173201
91.0,173217
88.0,173235
88.0,173251
90.0,173266
88.0,173282
88.0,173297
90.0,173313
90.0,173329
90.0,173344
92.0,173360
93.0,173375
90.0,173391
88.0,173407
92.0,173422
87.0,173438
88.0,173453
88.0,173469
89.0,173485
91.0,173500
87.0,173516
87.0,173531
92.0,173547
88.0,173563
88.0,173578
88.0,173594
91.0,173610
89.0,173625
91.0,173641
92.0,173656
92.0,173672
87.0,173688
91.0,173703
88.0,173719
92.0,173734
88.0,173750
90.0,173766
87.0,173781
91.0,173797
89.0,173812
91.0,173828
88.0,173844
89.0,173859
92.0,173875
88.0,173890
87.0,173906
91.0,173921
91.0,173937
91.0,173953
91.0,173968
92.0,173984
90.0,174000
89.0,174015
87.0,174031
89.0,174047
88.0,174062
91.0,174078
91.0,174094
88.0,174109
90.0,174125
90.0,174140
88.0,174156
91.0,174172
90.0,174187
91.0,174203
90.0,174218
92.0,174234
91.0,174249
92.0,174265
88.0,174281
90.0,174296
92.0,174312
92.0,174327
92.0,174343
90.0,174359
90.0,174374
92.0,174390
90.0,174405
88.0,174421
89.0,174437
89.0,174452
89.0,174471
88.0,174486
91.0,174502
88.0,174517
91.0,174533
92.0,174548
92.0,174564
88.0,174580
89.0,174595
88.0,174611
88.0,174626
89.0,174642
91.0,174658
88.0,174673
88.0,174689
87.0,174704
88.0,174720
92.0,174736
89.0,174751
89.0,174767
91.0,174782
92.0,174798
89.0,174814
88.0,174829
92.0,174845
90.0,174861
88.0,174876
90.0,174892
92.0,174907
87.0,174923
92.0,174939
87.0,174954
87.0,174970
92.0,174985
90.0,175001
91.0,175017
88.0,175032
88.0,175048
90.0,175063
90.0,175079
87.0,175095
89.0,175110
91.0,175126
90.0,175141
90.0,175157
91.0,175172
89.0,175188
87.0,175204
88.0,175219
91.0,175235
91.0,175251
91.0,175266
87.0,175282
88.0,175298
88.0,175313
87.0,175329
91.0,175344
89.0,175360
92.0,175375
89.0,175391
89.0,175407
92.0,175422
92.0,175438
89.0,175454
92.0,175469
91.0,175485
92.0,175500
88.0,175516
88.0,175532
90.0,175547
89.0,175563
92.0,175579
92.0,175594
90.0,175610
89.0,175625
90.0,175641
88.0,175657
91.0,175672
92.0,175688
88.0,175704
92.0,175719
89.0,175735
89.0,175751
87.0,175766
87.0,175782
88.0,175797
89.0,175813
89.0,175829
91.0,175844
89.0,175860
88.0,175875
90.0,175891
92.0,175907
89.0,175922
88.0,175938
91.0,175953
88.0,175969
89.0,175985
92.0,176000
91.0,176016
87.0,176031
90.0,176047
92.0,176062
88.0,176078
87.0,176094
87.0,176109
88.0,176125
88.0,176141
91.0,176156
87.0,176172
89.0,176188
91.0,176203
89.0,176219
92.0,176234
91.0,176250
88.0,176266
92.0,176281
88.0,176297
91.0,176313
87.0,176328
91.0,176344
88.0,176359
91.0,176375
91.0,176390
90.0,176406
91.0,176422
87.0,176437
87.0,176453
91.0,176468
89.0,176484
87.0,176499
89.0,176515
90.0,176531
88.0,176546
91.0,176562
91.0,176577
91.0,176593
91.0,176609
89.0,176624
87.0,176640
92.0,176655
90.0,176671
92.0,176687
90.0,176702
92.0,176718
90.0,176733
91.0,176749
87.0,176765
88.0,176780
92.0,176796
88.0,176811
91.0,176827
88.0,176842
88.0,176858
88.0,176874
91.0,176889
91.0,176905
88.0,176920
88.0,176936
87.0,176952
91.0,176967
91.0,176983
87.0,176998
92.0,177014
88.0,177029
90.0,177045
90.0,177061
91.0,177076
91.0,177092
89.0,177107
87.0,177123
88.0,177139
92.0,177154
92.0,177170
90.0,177185
92.0,177201
88.0,177217
92.0,177232
92.0,177248
91.0,177263
88.0,177279
87.0,177295
89.0,177310
91.0,177326
91.0,177342
87.0,177357
88.0,177373
