field,time
70.0,9178
73.0,9193
71.0,9209
72.0,9225
71.0,9240
73.0,9256
73.0,9271
68.0,9287
69.0,9303
70.0,9318
70.0,9334
72.0,9350
72.0,9365
73.0,9381
69.0,9396
71.0,9412
71.0,9428
71.0,9443
69.0,9459
68.0,9474
71.0,9490
71.0,9506
72.0,9521
70.0,9537
73.0,9553
72.0,9568
72.0,9584
70.0,9600
73.0,9615
71.0,9631
69.0,9646
72.0,9662
68.0,9678
69.0,9693
69.0,9709
71.0,9724
69.0,9740
69.0,9756
68.0,9771
73.0,9787
73.0,9803
70.0,9818
71.0,9834
71.0,9850
70.0,9865
72.0,9881
70.0,9897
73.0,9912
71.0,9928
73.0,9943
72.0,9959
72.0,9975
69.0,9990
72.0,10006
73.0,10021
70.0,10037
68.0,10053
70.0,10068
71.0,10084
70.0,10099
70.0,10115
69.0,10131
72.0,10146
71.0,10162
72.0,10178
68.0,10193
70.0,10209
73.0,10225
74.0,10240
70.0,10256
73.0,10272
70.0,10287
69.0,10303
71.0,10319
69.0,10335
70.0,10350
69.0,10366
69.0,10382
73.0,10397
71.0,10413
72.0,10429
68.0,10444
72.0,10460
72.0,10476
73.0,10491
68.0,10507
72.0,10523
71.0,10538
71.0,10554
71.0,10570
70.0,10585
69.0,10601
73.0,10616
70.0,10632
69.0,10648
72.0,10663
72.0,10679
69.0,10695
74.0,10710
69.0,10726
72.0,10742
69.0,10757
69.0,10773
70.0,10788
71.0,10804
68.0,10820
73.0,10835
68.0,10851
71.0,10867
67.0,10882
69.0,10898
73.0,10914
70.0,10929
72.0,10945
73.0,10961
68.0,10976
69.0,10992
72.0,11007
73.0,11023
71.0,11039
67.0,11054
73.0,11070
73.0,11086
69.0,11101
69.0,11117
72.0,11132
69.0,11148
71.0,11164
71.0,11179
73.0,11195
70.0,11211
73.0,11226
70.0,11242
70.0,11258
72.0,11273
69.0,11289
72.0,11305
70.0,11320
68.0,11336
69.0,11351
72.0,11367
70.0,11383
73.0,11399
68.0,11414
71.0,11430
69.0,11445
70.0,11461
69.0,11477
69.0,11492
71.0,11508
73.0,11524
71.0,11539
72.0,11555
73.0,11571
72.0,11586
71.0,11602
73.0,11618
73.0,11633
69.0,11649
69.0,11665
73.0,11680
71.0,11696
68.0,11711
71.0,11727
71.0,11742
69.0,11758
72.0,11774
72.0,11789
73.0,11805
69.0,11820
73.0,11836
73.0,11852
68.0,11867
73.0,11883
70.0,11898
69.0,11914
73.0,11930
73.0,11945
69.0,11961
72.0,11977
73.0,11992
73.0,12008
72.0,12023
68.0,12039
74.0,12055
70.0,12070
72.0,12086
73.0,12102
73.0,12117
68.0,12133
71.0,12148
71.0,12164
69.0,12180
70.0,12195
69.0,12211
73.0,12227
70.0,12242
72.0,12258
69.0,12273
62.0,12289
71.0,12305
69.0,12320
73.0,12336
69.0,12352
69.0,12367
70.0,12383
68.0,12399
71.0,12414
68.0,12430
72.0,12446
68.0,12461
73.0,12477
71.0,12493
69.0,12508
72.0,12524
71.0,12540
73.0,12555
72.0,12571
72.0,12586
70.0,12602
68.0,12618
55.0,12633
72.0,12649
69.0,12664
68.0,12680
70.0,12696
69.0,12711
68.0,12727
72.0,12742
69.0,12758
73.0,12774
71.0,12789
74.0,12805
70.0,12821
69.0,12836
68.0,12852
68.0,12867
68.0,12883
73.0,12899
73.0,12914
71.0,12930
73.0,12946
69.0,12961
74.0,12977
72.0,12993
73.0,13008
73.0,13024
72.0,13040
69.0,13055
72.0,13071
72.0,13086
74.0,13102
69.0,13117
70.0,13133
69.0,13149
69.0,13164
71.0,13180
69.0,13196
72.0,13211
69.0,13227
68.0,13243
72.0,13258
70.0,13274
70.0,13289
72.0,13305
72.0,13321
69.0,13336
71.0,13352
68.0,13368
67.0,13383
73.0,13399
68.0,13414
70.0,13430
69.0,13446
71.0,13462
72.0,13477
70.0,13493
73.0,13508
68.0,13524
70.0,13540
71.0,13555
69.0,13571
73.0,13586
72.0,13602
72.0,13618
69.0,13633
72.0,13649
70.0,13664
72.0,13680
69.0,13696
69.0,13711
70.0,13727
68.0,13743
69.0,13758
68.0,13774
71.0,13790
69.0,13805
72.0,13821
69.0,13837
70.0,13852
72.0,13868
72.0,13884
72.0,13899
71.0,13915
71.0,13931
69.0,13946
69.0,13962
71.0,13978
69.0,13993
72.0,14009
73.0,14024
69.0,14040
73.0,14056
73.0,14071
68.0,14087
68.0,14103
71.0,14118
70.0,14134
72.0,14149
72.0,14165
72.0,14181
69.0,14196
71.0,14212
72.0,14228
68.0,14243
72.0,14259
72.0,14274
71.0,14290
73.0,14306
70.0,14321
70.0,14337
68.0,14353
68.0,14368
69.0,14384
68.0,14400
70.0,14415
72.0,14431
72.0,14446
72.0,14462
71.0,14478
72.0,14493
69.0,14509
72.0,14524
71.0,14540
70.0,14556
69.0,14571
70.0,14587
73.0,14603
69.0,14618
69.0,14634
68.0,14650
71.0,14665
69.0,14681
69.0,14696
70.0,14712
70.0,14728
68.0,14743
70.0,14759
69.0,14775
71.0,14790
68.0,14806
73.0,14822
68.0,14837
69.0,14853
71.0,14868
71.0,14884
69.0,14900
71.0,14915
73.0,14931
69.0,14947
72.0,14962
69.0,14978
71.0,14994
73.0,15009
73.0,15025
69.0,15040
71.0,15056
69.0,15072
73.0,15087
68.0,15103
70.0,15119
68.0,15134
68.0,15150
73.0,15165
69.0,15181
69.0,15197
69.0,15212
68.0,15228
68.0,15244
69.0,15259
71.0,15275
68.0,15290
72.0,15306
68.0,15322
69.0,15337
69.0,15353
73.0,15369
69.0,15384
71.0,15400
73.0,15415
73.0,15431
72.0,15447
71.0,15462
72.0,15478
69.0,15493
73.0,15509
73.0,15525
69.0,15540
68.0,15556
71.0,15572
72.0,15587
73.0,15603
72.0,15619
70.0,15634
72.0,15650
72.0,15666
70.0,15681
69.0,15697
70.0,15713
71.0,15728
69.0,15744
68.0,15760
72.0,15775
68.0,15791
73.0,15807
69.0,15822
69.0,15838
70.0,15853
70.0,15869
70.0,15885
71.0,15900
71.0,15916
68.0,15932
71.0,15947
75.0,15963
71.0,15979
70.0,15994
69.0,16010
76.0,16026
71.0,16041
68.0,16057
70.0,16073
71.0,16088
72.0,16104
72.0,16120
73.0,16135
69.0,16151
72.0,16167
71.0,16182
73.0,16198
73.0,16214
69.0,16229
73.0,16245
71.0,16260
70.0,16276
68.0,16292
69.0,16307
73.0,16323
69.0,16339
69.0,16354
68.0,16370
71.0,16386
71.0,16401
73.0,16417
69.0,16432
69.0,16448
72.0,16464
72.0,16479
72.0,16495
71.0,16510
72.0,16526
69.0,16542
72.0,16557
72.0,16573
69.0,16589
71.0,16604
72.0,16620
68.0,16636
69.0,16651
68.0,16667
68.0,16683
72.0,16698
68.0,16714
71.0,16729
70.0,16745
69.0,16761
71.0,16776
72.0,16792
69.0,16808
69.0,16823
73.0,16839
69.0,16855
69.0,16870
68.0,16886
70.0,16901
72.0,16917
72.0,16932
76.0,16948
70.0,16964
73.0,16979
68.0,16995
74.0,17011
72.0,17026
70.0,17042
69.0,17057
73.0,17073
68.0,17089
69.0,17104
70.0,17120
70.0,17136
73.0,17151
73.0,17167
72.0,17183
71.0,17198
68.0,17214
71.0,17230
71.0,17245
68.0,17261
71.0,17277
68.0,17292
73.0,17308
73.0,17323
72.0,17339
73.0,17355
68.0,17370
72.0,17386
71.0,17402
71.0,17417
69.0,17433
71.0,17448
69.0,17464
70.0,17480
69.0,17495
70.0,17511
69.0,17527
73.0,17542
69.0,17558
68.0,17574
68.0,17589
72.0,17605
69.0,17620
71.0,17636
69.0,17652
70.0,17667
71.0,17683
70.0,17698
70.0,17714
69.0,17730
69.0,17745
72.0,17761
69.0,17777
68.0,17792
71.0,17808
72.0,17823
72.0,17839
73.0,17855
68.0,17870
73.0,17886
73.0,17902
72.0,17917
76.0,17933
72.0,17949
68.0,17964
70.0,17980
73.0,17996
72.0,18011
69.0,18027
69.0,18042
69.0,18058
72.0,18074
70.0,18089
72.0,18105
72.0,18121
72.0,18136
72.0,18152
71.0,18167
72.0,18183
69.0,18199
70.0,18214
71.0,18230
72.0,18245
72.0,18261
72.0,18277
69.0,18293
69.0,18308
70.0,18324
71.0,18339
69.0,18355
73.0,18371
71.0,18386
73.0,18402
72.0,18417
72.0,18433
73.0,18449
72.0,18464
73.0,18480
67.0,18495
70.0,18511
69.0,18527
68.0,18542
72.0,18558
69.0,18574
71.0,18589
68.0,18605
72.0,18621
76.0,18636
72.0,18652
70.0,18668
67.0,18683
67.0,18699
71.0,18714
70.0,18730
72.0,18746
70.0,18761
69.0,18777
73.0,18792
72.0,18808
68.0,18824
70.0,18839
68.0,18855
69.0,18871
71.0,18886
70.0,18902
71.0,18918
68.0,18933
70.0,18949
68.0,18964
72.0,18980
72.0,18996
69.0,19011
72.0,19027
68.0,19042
72.0,19058
72.0,19074
69.0,19089
69.0,19105
71.0,19121
70.0,19136
70.0,19152
69.0,19168
70.0,19183
68.0,19199
72.0,19215
73.0,19230
69.0,19246
68.0,19262
69.0,19277
68.0,19293
72.0,19309
72.0,19324
71.0,19340
74.0,19355
70.0,19371
69.0,19387
69.0,19402
71.0,19418
72.0,19434
69.0,19449
72.0,19465
71.0,19481
69.0,19496
71.0,19512
68.0,19527
72.0,19543
68.0,19559
70.0,19575
71.0,19590
69.0,19606
73.0,19622
71.0,19637
72.0,19653
69.0,19669
70.0,19684
69.0,19700
69.0,19715
71.0,19731
73.0,19746
70.0,19762
72.0,19778
73.0,19793
69.0,19809
70.0,19825
71.0,19840
69.0,19856
70.0,19872
70.0,19887
71.0,19903
70.0,19918
69.0,19934
72.0,19950
68.0,19965
71.0,19981
72.0,19997
71.0,20012
72.0,20028
72.0,20044
71.0,20059
69.0,20075
73.0,20091
68.0,20106
70.0,20122
68.0,20138
71.0,20153
72.0,20169
67.0,20185
72.0,20200
72.0,20216
73.0,20232
71.0,20247
71.0,20263
73.0,20279
70.0,20294
67.0,20310
72.0,20326
67.0,20342
69.0,20357
68.0,20373
71.0,20389
71.0,20404
73.0,20420
72.0,20436
69.0,20451
68.0,20467
68.0,20482
70.0,20498
71.0,20513
70.0,20529
72.0,20545
72.0,20560
72.0,20576
70.0,20592
72.0,20607
68.0,20623
73.0,20639
71.0,20654
69.0,20670
70.0,20686
71.0,20701
71.0,20717
68.0,20733
66.0,20748
73.0,20764
72.0,20780
70.0,20795
67.0,20811
70.0,20827
71.0,20843
72.0,20858
70.0,20874
73.0,20890
69.0,20905
68.0,20921
71.0,20936
68.0,20952
71.0,20968
68.0,20983
70.0,20999
70.0,21014
70.0,21030
72.0,21046
72.0,21061
71.0,21077
73.0,21093
70.0,21109
71.0,21124
68.0,21140
73.0,21156
72.0,21171
70.0,21187
72.0,21202
70.0,21218
72.0,21234
67.0,21249
72.0,21265
72.0,21281
67.0,21296
72.0,21312
69.0,21328
71.0,21343
71.0,21359
68.0,21375
69.0,21390
72.0,21406
69.0,21422
69.0,21437
71.0,21453
71.0,21469
69.0,21484
72.0,21500
72.0,21516
69.0,21531
72.0,21547
68.0,21563
69.0,21578
69.0,21594
69.0,21609
71.0,21625
72.0,21641
69.0,21657
71.0,21672
71.0,21688
71.0,21704
69.0,21719
70.0,21735
70.0,21751
70.0,21766
71.0,21782
70.0,21798
69.0,21813
71.0,21829
69.0,21845
69.0,21860
70.0,21876
71.0,21891
70.0,21907
70.0,21923
69.0,21938
71.0,21954
71.0,21969
70.0,21985
71.0,22001
69.0,22017
70.0,22032
70.0,22048
70.0,22064
70.0,22079
70.0,22095
70.0,22111
69.0,22126
70.0,22142
71.0,22157
70.0,22173
70.0,22189
70.0,22205
70.0,22220
70.0,22236
70.0,22252
70.0,22267
70.0,22283
70.0,22298
70.0,22314
70.0,22330
70.0,22345
70.0,22361
70.0,22377
70.0,22392
70.0,22408
70.0,22424
70.0,22439
70.0,22455
70.0,22471
70.0,22486
70.0,22502
71.0,22517
70.0,22533
70.0,22549
70.0,22564
70.0,22580
70.0,22596
70.0,22611
70.0,22627
70.0,22642
70.0,22658
70.0,22674
69.0,22689
70.0,22705
70.0,22721
70.0,22736
70.0,22752
70.0,22768
70.0,22783
70.0,22799
70.0,22814
70.0,22830
70.0,22846
71.0,22861
71.0,22877
70.0,22893
70.0,22908
70.0,22924
70.0,22940
71.0,22955
70.0,22971
70.0,22987
70.0,23002
71.0,23018
69.0,23034
70.0,23049
70.0,23065
70.0,23081
70.0,23096
70.0,23112
70.0,23128
70.0,23143
70.0,23159
70.0,23175
70.0,23190
70.0,23206
70.0,23222
70.0,23237
71.0,23253
70.0,23269
70.0,23284
70.0,23300
70.0,23316
70.0,23331
70.0,23350
71.0,23365
70.0,23381
70.0,23397
70.0,23412
70.0,23428
70.0,23444
70.0,23459
70.0,23475
70.0,23491
70.0,23506
70.0,23522
70.0,23538
70.0,23553
70.0,23569
70.0,23585
70.0,23600
70.0,23616
70.0,23631
70.0,23647
70.0,23663
70.0,23678
71.0,23694
70.0,23710
70.0,23725
70.0,23741
70.0,23757
70.0,23772
70.0,23788
70.0,23804
71.0,23819
70.0,23835
70.0,23851
70.0,23866
70.0,23882
70.0,23897
70.0,23913
70.0,23929
70.0,23945
70.0,23960
70.0,23976
70.0,23991
70.0,24007
70.0,24023
70.0,24038
69.0,24054
70.0,24070
70.0,24086
70.0,24101
70.0,24117
70.0,24133
70.0,24148
70.0,24164
70.0,24180
70.0,24195
71.0,24211
71.0,24227
70.0,24242
70.0,24258
70.0,24274
70.0,24289
70.0,24305
70.0,24321
70.0,24336
70.0,24352
70.0,24368
70.0,24383
70.0,24399
70.0,24414
70.0,24430
70.0,24446
70.0,24461
70.0,24477
70.0,24493
71.0,24508
70.0,24524
70.0,24540
70.0,24555
70.0,24571
70.0,24587
70.0,24602
70.0,24618
70.0,24634
70.0,24649
70.0,24665
70.0,24681
70.0,24696
70.0,24712
70.0,24727
70.0,24743
70.0,24759
70.0,24774
70.0,24790
69.0,24806
70.0,24821
70.0,24837
70.0,24852
70.0,24868
70.0,24884
70.0,24899
69.0,24915
70.0,24931
70.0,24946
70.0,24962
70.0,24978
70.0,24993
70.0,25009
71.0,25025
70.0,25040
70.0,25056
70.0,25072
70.0,25087
71.0,25103
70.0,25119
70.0,25134
71.0,25150
70.0,25165
70.0,25181
71.0,25196
70.0,25212
70.0,25228
70.0,25243
70.0,25259
70.0,25275
70.0,25290
70.0,25306
70.0,25322
70.0,25338
70.0,25353
70.0,25369
70.0,25384
70.0,25400
70.0,25416
70.0,25431
70.0,25447
70.0,25463
70.0,25478
70.0,25494
70.0,25510
70.0,25525
70.0,25541
70.0,25559
70.0,25575
70.0,25590
69.0,25606
70.0,25622
70.0,25637
70.0,25653
70.0,25669
70.0,25684
70.0,25700
70.0,25716
70.0,25731
70.0,25747
70.0,25762
70.0,25778
70.0,25794
70.0,25809
70.0,25825
70.0,25840
70.0,25856
70.0,25872
70.0,25887
70.0,25903
70.0,25919
70.0,25934
70.0,25950
70.0,25966
70.0,25981
70.0,25997
70.0,26013
70.0,26028
70.0,26044
70.0,26060
70.0,26075
70.0,26091
70.0,26107
70.0,26122
70.0,26138
70.0,26154
70.0,26169
70.0,26185
70.0,26201
70.0,26216
70.0,26232
70.0,26247
70.0,26263
70.0,26279
70.0,26294
70.0,26310
70.0,26325
70.0,26341
70.0,26356
70.0,26372
70.0,26388
70.0,26403
70.0,26419
70.0,26435
70.0,26450
70.0,26466
71.0,26482
69.0,26497
70.0,26513
70.0,26529
70.0,26544
70.0,26560
70.0,26576
70.0,26591
70.0,26607
70.0,26623
70.0,26639
70.0,26654
70.0,26670
70.0,26686
70.0,26701
70.0,26717
70.0,26733
70.0,26748
70.0,26764
70.0,26780
70.0,26795
70.0,26811
70.0,26827
70.0,26842
70.0,26858
70.0,26874
70.0,26889
70.0,26905
70.0,26920
69.0,26936
70.0,26952
70.0,26967
70.0,26983
70.0,26999
70.0,27014
70.0,27030
70.0,27045
70.0,27061
70.0,27077
70.0,27092
70.0,27108
70.0,27124
70.0,27139
70.0,27155
70.0,27171
70.0,27186
70.0,27202
70.0,27218
70.0,27233
70.0,27249
69.0,27265
70.0,27280
70.0,27296
70.0,27312
70.0,27327
70.0,27343
70.0,27359
70.0,27374
70.0,27390
70.0,27406
70.0,27421
70.0,27437
70.0,27453
70.0,27469
70.0,27484
70.0,27500
70.0,27516
70.0,27531
70.0,27547
70.0,27563
70.0,27578
69.0,27594
70.0,27610
70.0,27625
70.0,27641
70.0,27657
70.0,27672
70.0,27688
69.0,27704
70.0,27719
69.0,27735
70.0,27751
70.0,27766
70.0,27782
70.0,27798
70.0,27813
70.0,27829
70.0,27845
70.0,27860
70.0,27876
70.0,27892
70.0,27907
70.0,27923
71.0,27938
70.0,27954
70.0,27970
70.0,27986
70.0,28001
70.0,28017
70.0,28033
70.0,28048
69.0,28064
70.0,28080
70.0,28095
70.0,28111
70.0,28127
70.0,28142
70.0,28158
70.0,28173
70.0,28189
70.0,28205
70.0,28220
70.0,28236
70.0,28252
70.0,28267
70.0,28283
70.0,28299
70.0,28315
70.0,28330
70.0,28346
70.0,28361
70.0,28377
70.0,28393
70.0,28408
70.0,28424
70.0,28440
70.0,28455
70.0,28471
70.0,28486
70.0,28502
70.0,28518
70.0,28533
70.0,28549
70.0,28565
70.0,28580
70.0,28596
69.0,28612
70.0,28627
70.0,28643
70.0,28659
70.0,28674
70.0,28690
70.0,28706
70.0,28722
70.0,28737
70.0,28753
70.0,28769
70.0,28784
70.0,28803
70.0,28818
70.0,28834
70.0,28850
70.0,28865
70.0,28881
70.0,28896
70.0,28912
70.0,28928
70.0,28944
70.0,28959
70.0,28975
69.0,28991
70.0,29006
70.0,29022
70.0,29037
70.0,29053
70.0,29069
70.0,29084
70.0,29100
70.0,29116
70.0,29131
70.0,29147
70.0,29162
70.0,29178
70.0,29194
70.0,29209
70.0,29225
70.0,29241
70.0,29256
70.0,29272
70.0,29287
70.0,29303
70.0,29319
70.0,29334
70.0,29350
69.0,29366
69.0,29382
70.0,29397
70.0,29413
70.0,29429
70.0,29444
69.0,29460
69.0,29475
70.0,29491
70.0,29507
70.0,29522
69.0,29538
69.0,29554
70.0,29569
70.0,29585
70.0,29601
70.0,29617
70.0,29632
70.0,29648
70.0,29664
70.0,29679
70.0,29698
70.0,29714
70.0,29729
69.0,29745
70.0,29761
70.0,29776
70.0,29792
70.0,29807
70.0,29823
70.0,29839
70.0,29854
70.0,29870
70.0,29886
70.0,29901
70.0,29917
70.0,29933
70.0,29949
70.0,29964
70.0,29980
70.0,29996
70.0,30011
70.0,30027
70.0,30043
70.0,30058
70.0,30074
70.0,30090
69.0,30105
70.0,30121
70.0,30137
69.0,30152
70.0,30168
70.0,30184
70.0,30199
70.0,30215
70.0,30231
70.0,30246
70.0,30262
70.0,30277
70.0,30293
70.0,30309
70.0,30324
70.0,30340
70.0,30356
70.0,30371
70.0,30387
70.0,30403
70.0,30419
70.0,30434
70.0,30450
70.0,30465
70.0,30481
70.0,30497
70.0,30512
70.0,30528
69.0,30543
70.0,30559
70.0,30578
69.0,30593
70.0,30609
70.0,30625
70.0,30640
69.0,30656
70.0,30672
70.0,30687
70.0,30703
70.0,30719
70.0,30735
70.0,30750
70.0,30768
70.0,30784
70.0,30800
70.0,30815
70.0,30831
70.0,30847
70.0,30862
70.0,30878
69.0,30894
70.0,30909
70.0,30925
70.0,30941
69.0,30956
70.0,30972
69.0,30988
70.0,31004
70.0,31021
70.0,31037
70.0,31052
70.0,31068
70.0,31084
70.0,31099
69.0,31117
70.0,31133
70.0,31149
69.0,31164
69.0,31180
70.0,31196
70.0,31211
70.0,31227
70.0,31243
70.0,31259
70.0,31274
70.0,31290
69.0,31308
69.0,31324
70.0,31340
70.0,31355
70.0,31371
70.0,31387
70.0,31402
