field,time
58.0,209101
58.0,209117
59.0,209132
58.0,209148
59.0,209164
58.0,209179
58.0,209195
59.0,209211
58.0,209226
58.0,209242
59.0,209258
59.0,209273
59.0,209289
58.0,209304
58.0,209320
58.0,209336
58.0,209351
59.0,209367
58.0,209382
59.0,209398
58.0,209414
59.0,209429
58.0,209445
59.0,209461
59.0,209476
59.0,209492
59.0,209508
59.0,209523
59.0,209539
58.0,209554
59.0,209570
59.0,209586
59.0,209602
58.0,209617
58.0,209633
58.0,209649
59.0,209664
58.0,209680
58.0,209695
59.0,209711
58.0,209727
59.0,209742
59.0,209758
58.0,209773
58.0,209789
59.0,209805
58.0,209820
59.0,209836
58.0,209852
58.0,209867
58.0,209883
58.0,209898
58.0,209914
59.0,209930
58.0,209945
59.0,209961
59.0,209977
58.0,209992
58.0,210008
59.0,210024
58.0,210039
59.0,210055
58.0,210070
59.0,210086
59.0,210102
59.0,210118
59.0,210133
59.0,210149
59.0,210164
59.0,210180
58.0,210196
59.0,210211
59.0,210227
58.0,210243
59.0,210258
59.0,210274
59.0,210289
58.0,210305
59.0,210321
59.0,210336
58.0,210352
58.0,210367
59.0,210383
59.0,210399
59.0,210414
59.0,210430
58.0,210446
58.0,210461
59.0,210477
58.0,210492
59.0,210508
58.0,210524
58.0,210539
58.0,210555
58.0,210571
59.0,210586
58.0,210602
59.0,210617
58.0,210633
58.0,210648
59.0,210664
59.0,210680
59.0,210695
59.0,210711
58.0,210727
59.0,210742
59.0,210759
59.0,210775
58.0,210790
59.0,210806
58.0,210821
58.0,210837
59.0,210853
58.0,210868
59.0,210884
59.0,210899
58.0,210915
58.0,210931
58.0,210946
59.0,210962
59.0,210978
59.0,210993
58.0,211009
58.0,211024
59.0,211040
59.0,211056
58.0,211071
59.0,211087
59.0,211103
59.0,211118
58.0,211134
59.0,211150
59.0,211165
58.0,211181
59.0,211196
59.0,211212
59.0,211228
59.0,211243
58.0,211259
58.0,211274
59.0,211290
59.0,211306
58.0,211321
59.0,211337
58.0,211352
58.0,211368
58.0,211384
58.0,211399
59.0,211415
59.0,211431
59.0,211446
58.0,211462
59.0,211478
58.0,211493
58.0,211510
58.0,211526
58.0,211541
59.0,211557
58.0,211572
58.0,211588
57.0,211604
58.0,211619
59.0,211635
58.0,211650
59.0,211666
57.0,211682
59.0,211697
60.0,211713
56.0,211729
59.0,211744
59.0,211760
58.0,211775
57.0,211791
57.0,211807
56.0,211822
60.0,211838
60.0,211854
61.0,211869
61.0,211885
61.0,211901
60.0,211916
58.0,211932
61.0,211947
55.0,211963
59.0,211979
61.0,211994
60.0,212010
56.0,212026
60.0,212041
61.0,212057
57.0,212073
56.0,212088
59.0,212104
56.0,212119
58.0,212135
56.0,212151
59.0,212166
61.0,212182
61.0,212198
56.0,212213
60.0,212229
60.0,212245
61.0,212260
61.0,212276
57.0,212291
56.0,212307
60.0,212323
59.0,212338
59.0,212354
59.0,212370
60.0,212385
57.0,212401
60.0,212416
59.0,212432
61.0,212448
57.0,212463
60.0,212479
60.0,212494
59.0,212510
59.0,212526
60.0,212541
56.0,212557
57.0,212573
57.0,212588
58.0,212604
61.0,212620
56.0,212635
56.0,212651
61.0,212667
57.0,212682
60.0,212698
56.0,212713
61.0,212729
59.0,212745
61.0,212760
61.0,212776
58.0,212792
56.0,212807
56.0,212823
61.0,212839
60.0,212854
61.0,212870
58.0,212885
59.0,212901
56.0,212917
57.0,212932
56.0,212948
60.0,212964
61.0,212979
59.0,212995
58.0,213011
58.0,213026
56.0,213042
59.0,213058
60.0,213073
59.0,213089
57.0,213104
61.0,213120
60.0,213136
56.0,213154
56.0,213170
58.0,213185
60.0,213201
60.0,213217
60.0,213232
61.0,213248
61.0,213264
58.0,213280
57.0,213295
56.0,213311
61.0,213327
61.0,213342
59.0,213358
57.0,213373
56.0,213389
61.0,213405
56.0,213420
61.0,213436
61.0,213452
57.0,213467
56.0,213483
60.0,213499
56.0,213514
56.0,213530
59.0,213545
56.0,213561
61.0,213577
58.0,213592
60.0,213608
57.0,213624
57.0,213639
60.0,213655
59.0,213671
59.0,213686
60.0,213702
60.0,213717
58.0,213733
61.0,213749
59.0,213764
56.0,213780
60.0,213796
59.0,213812
61.0,213827
60.0,213843
56.0,213858
59.0,213874
57.0,213890
55.0,213905
61.0,213921
59.0,213937
61.0,213952
59.0,213968
58.0,213984
58.0,213999
60.0,214015
60.0,214031
56.0,214046
56.0,214062
60.0,214078
56.0,214093
59.0,214109
62.0,214124
61.0,214140
56.0,214156
55.0,214171
60.0,214187
58.0,214203
56.0,214218
57.0,214234
59.0,214250
56.0,214265
61.0,214281
57.0,214297
57.0,214312
56.0,214328
59.0,214343
56.0,214359
57.0,214375
60.0,214390
57.0,214406
61.0,214422
56.0,214437
60.0,214453
60.0,214468
58.0,214484
59.0,214500
58.0,214516
61.0,214531
57.0,214547
61.0,214562
61.0,214578
59.0,214594
60.0,214609
61.0,214625
61.0,214640
60.0,214656
58.0,214672
61.0,214687
58.0,214703
61.0,214719
60.0,214734
61.0,214750
60.0,214767
60.0,214782
59.0,214798
58.0,214813
58.0,214829
56.0,214845
60.0,214860
60.0,214876
56.0,214892
59.0,214907
61.0,214923
57.0,214938
59.0,214954
61.0,214970
56.0,214985
56.0,215001
57.0,215016
61.0,215032
57.0,215048
59.0,215063
60.0,215079
59.0,215095
56.0,215110
58.0,215126
58.0,215142
61.0,215158
57.0,215174
61.0,215189
56.0,215205
61.0,215220
56.0,215236
59.0,215252
56.0,215267
57.0,215283
56.0,215299
58.0,215314
60.0,215330
60.0,215345
59.0,215361
61.0,215377
60.0,215392
56.0,215408
59.0,215424
59.0,215439
56.0,215455
56.0,215471
56.0,215486
56.0,215502
58.0,215518
56.0,215533
58.0,215549
56.0,215564
55.0,215580
61.0,215596
59.0,215611
55.0,215627
57.0,215643
56.0,215658
57.0,215674
57.0,215689
56.0,215705
61.0,215721
61.0,215736
61.0,215752
54.0,215768
57.0,215783
61.0,215799
56.0,215815
60.0,215830
59.0,215846
58.0,215861
61.0,215877
59.0,215893
56.0,215908
55.0,215924
57.0,215940
56.0,215955
55.0,215971
56.0,215986
57.0,216002
55.0,216018
58.0,216033
60.0,216049
60.0,216064
59.0,216080
59.0,216096
57.0,216112
61.0,216127
56.0,216143
56.0,216158
59.0,216174
57.0,216190
59.0,216205
60.0,216221
61.0,216236
60.0,216252
60.0,216268
59.0,216283
56.0,216299
55.0,216314
59.0,216330
56.0,216346
58.0,216361
61.0,216377
57.0,216392
56.0,216408
58.0,216424
60.0,216439
58.0,216455
60.0,216471
61.0,216486
56.0,216502
58.0,216518
61.0,216533
55.0,216549
60.0,216565
56.0,216580
59.0,216596
61.0,216611
57.0,216627
56.0,216643
61.0,216658
56.0,216674
56.0,216690
58.0,216705
61.0,216721
57.0,216737
60.0,216752
57.0,216768
60.0,216784
57.0,216799
59.0,216815
55.0,216830
56.0,216846
57.0,216862
56.0,216877
60.0,216893
58.0,216908
56.0,216924
55.0,216940
57.0,216955
58.0,216971
56.0,216987
61.0,217002
60.0,217018
57.0,217033
55.0,217049
56.0,217065
56.0,217080
55.0,217096
59.0,217112
55.0,217127
60.0,217143
55.0,217159
56.0,217174
56.0,217190
57.0,217206
55.0,217221
58.0,217237
60.0,217252
59.0,217268
58.0,217284
56.0,217299
56.0,217315
56.0,217330
60.0,217346
56.0,217362
57.0,217377
56.0,217393
59.0,217409
61.0,217424
55.0,217440
59.0,217457
59.0,217472
55.0,217488
60.0,217503
59.0,217519
58.0,217535
61.0,217550
60.0,217566
56.0,217582
59.0,217597
59.0,217613
60.0,217629
60.0,217644
55.0,217660
55.0,217676
56.0,217691
56.0,217707
57.0,217723
55.0,217738
57.0,217754
56.0,217769
55.0,217785
59.0,217801
60.0,217816
60.0,217832
55.0,217847
59.0,217863
60.0,217879
57.0,217894
59.0,217910
55.0,217926
60.0,217941
60.0,217957
56.0,217973
60.0,217988
60.0,218004
57.0,218020
55.0,218036
56.0,218051
57.0,218067
57.0,218083
60.0,218098
57.0,218114
55.0,218129
60.0,218145
56.0,218161
56.0,218177
56.0,218192
56.0,218208
56.0,218224
57.0,218239
56.0,218255
60.0,218270
58.0,218286
59.0,218302
60.0,218317
55.0,218333
59.0,218349
59.0,218364
54.0,218380
60.0,218396
58.0,218411
56.0,218427
55.0,218442
60.0,218458
60.0,218474
57.0,218489
60.0,218505
59.0,218521
61.0,218536
56.0,218552
56.0,218568
56.0,218583
55.0,218599
60.0,218614
56.0,218630
56.0,218646
57.0,218661
60.0,218677
58.0,218692
60.0,218708
60.0,218724
55.0,218739
56.0,218755
61.0,218771
58.0,218786
55.0,218802
59.0,218818
58.0,218833
56.0,218849
56.0,218865
60.0,218880
61.0,218896
57.0,218911
60.0,218927
60.0,218943
56.0,218958
57.0,218974
57.0,218990
61.0,219005
58.0,219021
60.0,219037
56.0,219052
61.0,219068
60.0,219083
60.0,219099
55.0,219115
60.0,219130
60.0,219146
57.0,219161
55.0,219177
57.0,219193
57.0,219209
56.0,219224
60.0,219240
59.0,219255
59.0,219271
56.0,219287
60.0,219302
56.0,219318
60.0,219334
56.0,219349
57.0,219365
57.0,219380
61.0,219396
59.0,219412
59.0,219427
59.0,219443
57.0,219459
59.0,219474
57.0,219490
56.0,219505
59.0,219521
61.0,219537
56.0,219552
60.0,219568
57.0,219584
61.0,219599
57.0,219615
55.0,219631
60.0,219646
61.0,219662
60.0,219678
58.0,219693
56.0,219709
59.0,219724
60.0,219740
61.0,219756
56.0,219771
60.0,219787
58.0,219803
56.0,219818
59.0,219834
60.0,219849
60.0,219865
60.0,219881
60.0,219896
56.0,219912
60.0,219927
57.0,219943
57.0,219959
56.0,219974
61.0,219990
58.0,220006
61.0,220021
58.0,220037
58.0,220052
57.0,220068
58.0,220084
59.0,220100
58.0,220115
60.0,220131
59.0,220147
60.0,220162
60.0,220178
56.0,220193
56.0,220209
58.0,220225
60.0,220240
57.0,220256
58.0,220271
57.0,220287
57.0,220303
60.0,220318
59.0,220334
60.0,220349
55.0,220365
61.0,220381
59.0,220396
60.0,220412
56.0,220427
59.0,220443
56.0,220459
60.0,220474
60.0,220490
61.0,220506
61.0,220521
59.0,220537
57.0,220552
60.0,220568
58.0,220584
59.0,220599
59.0,220615
60.0,220631
57.0,220646
58.0,220662
57.0,220677
60.0,220693
56.0,220709
55.0,220724
60.0,220740
58.0,220756
60.0,220771
60.0,220787
57.0,220803
56.0,220818
59.0,220834
58.0,220850
60.0,220865
57.0,220881
57.0,220897
57.0,220912
59.0,220928
60.0,220943
58.0,220959
57.0,220975
58.0,220990
58.0,221006
59.0,221022
60.0,221037
56.0,221053
60.0,221068
57.0,221084
55.0,221100
57.0,221115
56.0,221131
55.0,221146
58.0,221162
56.0,221178
59.0,221193
56.0,221209
59.0,221225
60.0,221240
57.0,221256
56.0,221272
59.0,221287
57.0,221303
60.0,221321
58.0,221337
61.0,221353
57.0,221368
60.0,221384
59.0,221399
59.0,221415
55.0,221431
58.0,221446
58.0,221462
60.0,221477
57.0,221493
60.0,221509
60.0,221524
60.0,221540
55.0,221556
60.0,221571
60.0,221587
57.0,221602
57.0,221618
60.0,221634
57.0,221649
57.0,221665
55.0,221680
57.0,221696
56.0,221712
59.0,221727
58.0,221743
58.0,221759
58.0,221774
59.0,221790
56.0,221806
55.0,221821
57.0,221837
57.0,221853
59.0,221868
57.0,221884
55.0,221900
56.0,221915
59.0,221931
58.0,221947
59.0,221962
60.0,221978
57.0,221994
59.0,222009
58.0,222025
60.0,222041
60.0,222056
60.0,222072
60.0,222088
61.0,222103
60.0,222119
60.0,222135
58.0,222150
60.0,222166
59.0,222182
55.0,222197
56.0,222213
58.0,222228
56.0,222244
59.0,222260
56.0,222275
60.0,222291
56.0,222307
55.0,222322
56.0,222338
60.0,222353
55.0,222369
56.0,222385
56.0,222400
59.0,222416
56.0,222431
59.0,222447
58.0,222463
55.0,222478
59.0,222494
60.0,222509
58.0,222525
55.0,222541
55.0,222556
57.0,222572
56.0,222588
60.0,222603
59.0,222619
58.0,222634
60.0,222650
58.0,222666
61.0,222681
60.0,222697
55.0,222712
59.0,222728
56.0,222744
57.0,222759
60.0,222775
56.0,222790
56.0,222806
56.0,222822
56.0,222837
59.0,222853
57.0,222868
57.0,222884
55.0,222900
60.0,222915
56.0,222931
55.0,222947
58.0,222962
56.0,222978
59.0,222993
60.0,223009
59.0,223025
58.0,223040
56.0,223056
59.0,223072
56.0,223087
56.0,223103
55.0,223118
60.0,223134
60.0,223150
56.0,223165
55.0,223181
58.0,223197
59.0,223212
60.0,223228
56.0,223244
60.0,223259
56.0,223275
56.0,223291
57.0,223306
56.0,223322
58.0,223337
55.0,223353
55.0,223369
60.0,223384
57.0,223400
56.0,223416
55.0,223431
57.0,223447
55.0,223463
61.0,223478
58.0,223494
56.0,223509
54.0,223525
60.0,223540
56.0,223556
56.0,223572
60.0,223587
56.0,223603
58.0,223618
59.0,223634
58.0,223650
55.0,223665
60.0,223681
55.0,223696
56.0,223712
57.0,223728
60.0,223743
60.0,223759
57.0,223775
56.0,223790
58.0,223806
59.0,223822
56.0,223837
55.0,223853
55.0,223869
59.0,223884
58.0,223900
55.0,223916
59.0,223931
56.0,223947
57.0,223962
59.0,223978
55.0,223994
55.0,224009
56.0,224025
56.0,224041
55.0,224057
59.0,224072
58.0,224088
58.0,224104
58.0,224119
55.0,224135
59.0,224151
60.0,224166
58.0,224182
61.0,224197
60.0,224213
57.0,224229
57.0,224244
60.0,224260
58.0,224276
59.0,224291
57.0,224307
58.0,224322
59.0,224338
57.0,224354
57.0,224369
56.0,224385
60.0,224400
55.0,224416
56.0,224432
57.0,224447
57.0,224463
54.0,224479
55.0,224494
56.0,224510
56.0,224525
58.0,224541
59.0,224557
59.0,224572
59.0,224588
59.0,224604
56.0,224619
59.0,224635
57.0,224651
56.0,224666
60.0,224682
58.0,224697
59.0,224713
55.0,224729
59.0,224744
55.0,224760
55.0,224776
57.0,224791
59.0,224807
58.0,224822
56.0,224838
55.0,224854
56.0,224869
60.0,224885
57.0,224901
57.0,224916
56.0,224932
55.0,224948
57.0,224963
57.0,224979
55.0,224994
58.0,225010
55.0,225026
55.0,225041
57.0,225057
55.0,225073
56.0,225088
61.0,225104
60.0,225119
55.0,225135
59.0,225151
59.0,225166
56.0,225182
60.0,225197
59.0,225213
55.0,225229
56.0,225244
60.0,225260
57.0,225276
56.0,225291
57.0,225307
57.0,225323
55.0,225338
59.0,225354
59.0,225369
59.0,225385
57.0,225401
58.0,225416
59.0,225432
55.0,225447
57.0,225463
55.0,225479
59.0,225494
54.0,225510
55.0,225525
58.0,225541
59.0,225557
60.0,225572
59.0,225588
58.0,225603
57.0,225619
55.0,225635
58.0,225650
58.0,225666
55.0,225682
60.0,225697
58.0,225713
59.0,225728
59.0,225744
60.0,225760
57.0,225775
59.0,225791
58.0,225807
60.0,225822
55.0,225838
55.0,225853
56.0,225869
55.0,225885
55.0,225900
59.0,225916
56.0,225932
59.0,225947
56.0,225963
55.0,225979
55.0,225994
58.0,226010
57.0,226026
55.0,226042
59.0,226057
56.0,226073
60.0,226089
58.0,226104
55.0,226120
60.0,226136
55.0,226151
60.0,226167
57.0,226183
57.0,226198
55.0,226214
59.0,226230
59.0,226245
59.0,226261
57.0,226277
56.0,226292
57.0,226308
55.0,226324
56.0,226339
58.0,226355
57.0,226370
56.0,226386
60.0,226402
56.0,226417
57.0,226433
60.0,226449
59.0,226464
59.0,226480
56.0,226495
59.0,226511
55.0,226527
60.0,226543
60.0,226558
59.0,226574
55.0,226589
55.0,226605
60.0,226621
60.0,226636
55.0,226652
57.0,226668
55.0,226683
56.0,226699
60.0,226714
55.0,226730
55.0,226746
56.0,226761
56.0,226777
59.0,226793
60.0,226808
58.0,226824
55.0,226840
58.0,226855
59.0,226871
59.0,226886
55.0,226902
55.0,226918
58.0,226933
55.0,226949
60.0,226965
57.0,226981
55.0,226996
57.0,227012
59.0,227027
59.0,227043
55.0,227059
55.0,227074
60.0,227090
56.0,227106
58.0,227121
55.0,227137
55.0,227152
55.0,227168
58.0,227184
57.0,227199
58.0,227215
57.0,227231
57.0,227246
58.0,227262
60.0,227278
58.0,227293
56.0,227309
55.0,227325
60.0,227340
55.0,227356
59.0,227372
57.0,227387
55.0,227403
55.0,227419
55.0,227434
56.0,227450
56.0,227466
56.0,227481
60.0,227497
59.0,227512
58.0,227528
55.0,227544
55.0,227559
58.0,227575
55.0,227590
56.0,227606
59.0,227622
57.0,227637
56.0,227653
60.0,227668
57.0,227684
60.0,227700
56.0,227715
56.0,227731
60.0,227747
55.0,227762
58.0,227778
60.0,227793
60.0,227809
61.0,227825
55.0,227840
59.0,227856
57.0,227871
57.0,227887
55.0,227903
60.0,227918
60.0,227934
57.0,227950
59.0,227965
60.0,227981
58.0,227997
59.0,228012
58.0,228028
61.0,228044
60.0,228059
57.0,228075
57.0,228090
56.0,228106
55.0,228122
57.0,228137
60.0,228153
56.0,228169
57.0,228184
57.0,228200
55.0,228216
60.0,228231
59.0,228247
57.0,228263
59.0,228278
56.0,228294
59.0,228309
57.0,228325
56.0,228341
58.0,228356
57.0,228372
55.0,228387
60.0,228403
58.0,228419
58.0,228434
58.0,228450
59.0,228466
57.0,228481
56.0,228497
57.0,228513
57.0,228528
59.0,228544
56.0,228560
56.0,228575
57.0,228591
60.0,228606
58.0,228622
57.0,228638
60.0,228653
56.0,228669
56.0,228685
60.0,228700
60.0,228716
59.0,228732
59.0,228747
58.0,228763
58.0,228779
59.0,228794
56.0,228810
55.0,228825
55.0,228841
56.0,228857
60.0,228872
55.0,228888
56.0,228904
58.0,228919
55.0,228935
55.0,228951
56.0,228966
60.0,228982
58.0,228997
60.0,229013
57.0,229029
59.0,229044
59.0,229060
57.0,229075
59.0,229091
55.0,229107
55.0,229122
60.0,229138
58.0,229154
60.0,229169
58.0,229185
60.0,229201
55.0,229216
55.0,229232
56.0,229248
55.0,229263
59.0,229279
59.0,229294
55.0,229310
55.0,229326
60.0,229341
55.0,229357
60.0,229373
59.0,229388
55.0,229404
55.0,229420
60.0,229435
55.0,229451
60.0,229467
55.0,229482
57.0,229498
60.0,229513
60.0,229529
59.0,229545
56.0,229560
57.0,229576
59.0,229592
54.0,229607
61.0,229623
58.0,229639
59.0,229654
59.0,229670
55.0,229685
59.0,229701
57.0,229717
56.0,229732
60.0,229748
60.0,229764
56.0,229779
55.0,229795
58.0,229811
59.0,229826
57.0,229842
55.0,229857
60.0,229873
59.0,229889
58.0,229904
59.0,229920
57.0,229936
56.0,229951
56.0,229967
60.0,229983
59.0,229998
59.0,230014
55.0,230029
59.0,230045
59.0,230061
57.0,230076
56.0,230092
55.0,230107
60.0,230123
58.0,230139
56.0,230154
57.0,230170
55.0,230185
59.0,230201
56.0,230217
57.0,230232
55.0,230248
55.0,230263
56.0,230279
59.0,230295
56.0,230310
55.0,230326
55.0,230342
56.0,230357
60.0,230373
56.0,230389
57.0,230404
56.0,230420
55.0,230435
57.0,230451
57.0,230467
55.0,230482
56.0,230498
57.0,230514
55.0,230529
55.0,230545
58.0,230561
57.0,230576
59.0,230592
57.0,230607
55.0,230623
56.0,230639
55.0,230655
56.0,230670
55.0,230686
58.0,230701
61.0,230717
59.0,230733
55.0,230748
56.0,230764
55.0,230780
56.0,230795
55.0,230811
60.0,230826
60.0,230842
59.0,230858
55.0,230873
55.0,230889
60.0,230904
57.0,230920
56.0,230936
58.0,230951
57.0,230967
60.0,230982
58.0,230998
59.0,231014
60.0,231029
57.0,231045
59.0,231060
57.0,231076
58.0,231091
59.0,231107
60.0,231123
60.0,231138
59.0,231154
56.0,231170
60.0,231185
55.0,231201
57.0,231217
60.0,231232
57.0,231248
57.0,231264
55.0,231279
55.0,231295
59.0,231310
56.0,231326
58.0,231342
55.0,231357
56.0,231373
59.0,231388
56.0,231404
55.0,231420
60.0,231435
60.0,231451
56.0,231466
58.0,231482
60.0,231498
57.0,231513
56.0,231529
57.0,231545
59.0,231560
58.0,231576
59.0,231592
55.0,231607
59.0,231623
56.0,231638
57.0,231654
55.0,231670
58.0,231685
56.0,231701
57.0,231716
55.0,231732
57.0,231748
57.0,231763
58.0,231779
59.0,231795
56.0,231810
55.0,231826
55.0,231842
56.0,231857
60.0,231873
57.0,231888
59.0,231904
55.0,231920
59.0,231935
55.0,231951
56.0,231967
58.0,231982
58.0,231998
55.0,232013
60.0,232029
60.0,232045
56.0,232060
56.0,232076
55.0,232092
59.0,232107
57.0,232123
58.0,232139
57.0,232154
56.0,232170
56.0,232185
59.0,232201
58.0,232217
57.0,232232
59.0,232248
60.0,232263
59.0,232279
59.0,232294
56.0,232310
58.0,232326
57.0,232341
55.0,232357
58.0,232373
60.0,232389
59.0,232404
58.0,232420
56.0,232435
59.0,232451
55.0,232467
58.0,232482
59.0,232498
60.0,232514
54.0,232529
56.0,232545
61.0,232561
54.0,232576
56.0,232592
59.0,232608
56.0,232623
59.0,232639
58.0,232655
57.0,232670
57.0,232686
60.0,232702
59.0,232717
61.0,232733
56.0,232749
59.0,232764
56.0,232780
57.0,232796
59.0,232811
57.0,232827
55.0,232842
58.0,232858
58.0,232874
56.0,232889
55.0,232905
60.0,232920
56.0,232936
59.0,232952
58.0,232967
55.0,232983
59.0,232999
56.0,233014
59.0,233030
56.0,233045
57.0,233061
59.0,233077
55.0,233092
55.0,233108
55.0,233123
58.0,233139
57.0,233155
58.0,233170
54.0,233186
55.0,233201
55.0,233217
57.0,233233
59.0,233248
60.0,233264
59.0,233280
54.0,233295
59.0,233311
60.0,233326
55.0,233342
55.0,233358
55.0,233373
57.0,233389
55.0,233404
60.0,233420
56.0,233436
57.0,233451
55.0,233467
55.0,233482
55.0,233498
57.0,233513
56.0,233529
59.0,233545
59.0,233560
57.0,233576
56.0,233592
60.0,233607
60.0,233623
56.0,233638
60.0,233654
56.0,233670
56.0,233685
56.0,233701
55.0,233717
57.0,233732
60.0,233748
61.0,233764
58.0,233779
56.0,233795
57.0,233810
59.0,233826
60.0,233842
59.0,233857
54.0,233873
55.0,233888
57.0,233904
60.0,233920
60.0,233935
58.0,233951
57.0,233966
59.0,233982
60.0,233998
58.0,234013
61.0,234029
58.0,234044
56.0,234060
56.0,234076
57.0,234091
56.0,234107
56.0,234123
58.0,234138
57.0,234154
57.0,234170
55.0,234185
59.0,234204
55.0,234219
57.0,234235
55.0,234251
58.0,234266
56.0,234282
58.0,234298
57.0,234313
59.0,234329
59.0,234344
59.0,234360
56.0,234376
60.0,234391
59.0,234407
59.0,234423
59.0,234438
60.0,234454
59.0,234469
55.0,234485
60.0,234500
60.0,234516
55.0,234532
55.0,234547
55.0,234563
56.0,234578
59.0,234594
59.0,234610
59.0,234625
57.0,234641
55.0,234656
60.0,234672
59.0,234688
57.0,234703
58.0,234719
60.0,234734
55.0,234750
59.0,234766
59.0,234781
57.0,234797
60.0,234812
55.0,234828
58.0,234844
59.0,234859
56.0,234875
57.0,234891
59.0,234906
59.0,234922
58.0,234937
58.0,234953
60.0,234969
60.0,234984
57.0,235000
59.0,235015
56.0,235031
55.0,235047
55.0,235062
55.0,235078
56.0,235093
57.0,235109
57.0,235125
60.0,235140
60.0,235156
59.0,235172
60.0,235187
60.0,235203
56.0,235218
60.0,235234
60.0,235249
56.0,235265
54.0,235281
55.0,235296
56.0,235312
59.0,235327
54.0,235343
59.0,235359
57.0,235374
59.0,235390
57.0,235405
58.0,235421
56.0,235437
56.0,235452
59.0,235468
58.0,235484
56.0,235499
57.0,235515
59.0,235530
55.0,235546
58.0,235562
59.0,235577
59.0,235593
56.0,235608
60.0,235624
56.0,235640
58.0,235655
56.0,235671
57.0,235686
55.0,235702
55.0,235718
56.0,235733
56.0,235749
56.0,235764
57.0,235780
56.0,235796
56.0,235811
60.0,235827
55.0,235842
59.0,235858
59.0,235874
54.0,235889
60.0,235905
55.0,235920
56.0,235936
59.0,235952
60.0,235967
55.0,235983
55.0,235998
57.0,236014
59.0,236031
55.0,236046
55.0,236062
55.0,236077
57.0,236093
59.0,236108
60.0,236124
59.0,236140
55.0,236155
56.0,236171
57.0,236186
55.0,236202
55.0,236218
58.0,236233
55.0,236249
59.0,236265
55.0,236280
57.0,236296
57.0,236311
60.0,236327
55.0,236343
56.0,236358
57.0,236374
58.0,236389
60.0,236405
57.0,236421
55.0,236436
59.0,236452
55.0,236468
58.0,236483
60.0,236499
57.0,236515
58.0,236530
59.0,236546
57.0,236561
58.0,236577
58.0,236593
59.0,236608
59.0,236624
59.0,236640
55.0,236655
60.0,236671
55.0,236686
58.0,236702
58.0,236718
56.0,236733
57.0,236749
55.0,236764
57.0,236780
59.0,236796
55.0,236811
60.0,236827
55.0,236843
59.0,236858
55.0,236874
57.0,236889
59.0,236905
59.0,236921
56.0,236936
59.0,236952
60.0,236968
55.0,236983
57.0,236999
58.0,237015
60.0,237030
56.0,237046
59.0,237061
55.0,237077
55.0,237093
54.0,237108
55.0,237124
56.0,237140
58.0,237155
60.0,237171
59.0,237186
55.0,237202
55.0,237218
56.0,237233
58.0,237249
57.0,237264
55.0,237280
57.0,237296
59.0,237311
59.0,237327
60.0,237342
57.0,237358
59.0,237373
56.0,237389
57.0,237405
59.0,237420
59.0,237436
57.0,237451
59.0,237467
57.0,237483
59.0,237498
57.0,237514
56.0,237529
56.0,237545
56.0,237561
59.0,237579
55.0,237594
57.0,237610
58.0,237626
56.0,237641
58.0,237657
55.0,237673
57.0,237688
56.0,237704
59.0,237719
59.0,237735
59.0,237751
59.0,237766
60.0,237782
58.0,237797
60.0,237813
56.0,237829
55.0,237844
56.0,237860
54.0,237875
60.0,237891
58.0,237907
55.0,237922
53.0,237938
57.0,237954
57.0,237969
58.0,237985
58.0,238000
55.0,238016
55.0,238031
59.0,238047
58.0,238063
55.0,238078
55.0,238094
59.0,238110
58.0,238125
59.0,238141
56.0,238156
56.0,238172
60.0,238188
57.0,238203
54.0,238219
56.0,238234
56.0,238250
54.0,238265
57.0,238281
59.0,238297
59.0,238312
60.0,238328
55.0,238344
56.0,238359
56.0,238375
56.0,238390
56.0,238406
58.0,238422
56.0,238437
57.0,238453
59.0,238469
55.0,238484
55.0,238500
59.0,238515
55.0,238531
58.0,238547
57.0,238562
55.0,238578
56.0,238593
57.0,238609
58.0,238625
55.0,238640
56.0,238656
59.0,238671
55.0,238687
56.0,238703
58.0,238718
59.0,238734
60.0,238750
57.0,238766
59.0,238781
57.0,238797
59.0,238812
57.0,238828
59.0,238844
56.0,238859
56.0,238875
59.0,238890
59.0,238906
59.0,238922
54.0,238937
58.0,238953
54.0,238969
55.0,238984
55.0,239000
55.0,239015
60.0,239031
59.0,239047
57.0,239062
55.0,239078
57.0,239094
56.0,239109
58.0,239125
55.0,239141
57.0,239156
59.0,239172
57.0,239187
54.0,239203
60.0,239219
59.0,239234
56.0,239250
55.0,239266
59.0,239281
60.0,239297
60.0,239312
55.0,239328
59.0,239344
58.0,239359
55.0,239375
59.0,239390
55.0,239406
55.0,239422
57.0,239437
57.0,239453
59.0,239468
59.0,239484
58.0,239500
58.0,239515
60.0,239531
55.0,239547
56.0,239562
60.0,239578
59.0,239594
59.0,239609
60.0,239625
55.0,239641
55.0,239656
55.0,239672
58.0,239688
55.0,239703
58.0,239719
54.0,239735
59.0,239750
55.0,239766
54.0,239781
54.0,239797
56.0,239813
58.0,239828
59.0,239844
58.0,239859
55.0,239875
59.0,239891
59.0,239906
53.0,239922
59.0,239937
60.0,239953
56.0,239969
54.0,239984
60.0,240000
59.0,240015
59.0,240031
56.0,240047
60.0,240063
55.0,240078
58.0,240094
56.0,240110
57.0,240125
58.0,240141
59.0,240156
56.0,240172
55.0,240188
57.0,240203
56.0,240219
58.0,240235
56.0,240250
55.0,240266
55.0,240282
59.0,240297
55.0,240313
59.0,240328
59.0,240344
